lat-lng,price,number of rooms
[],$389000,/ 6br - 5200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.124178"" data-longitude=""-122.711133"" id=""map""></div>]",$539000,/ 3br - 2132ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.313364"" data-longitude=""-123.030476"" id=""map""></div>]",$1248800,/ 4br - 2150ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.277640"" data-longitude=""-122.871278"" id=""map""></div>]",$279000,/ 3br - 1246ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.210444"" data-longitude=""-122.590907"" id=""map""></div>]",$599900,/ 3br - 2672ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.270155"" data-longitude=""-122.756259"" id=""map""></div>]",$269900,/ 2br - 958ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.172759"" data-longitude=""-122.721644"" id=""map""></div>]",$279900,/ 2br - 948ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.330814"" data-longitude=""-123.088653"" id=""map""></div>]",$1398000,/ 6br - 3247ft
[],$1299900,/ 6572ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.200004"" data-longitude=""-122.923040"" id=""map""></div>]",$549900,/ 2br - 1376ft
[],$270000,/ 1br - 488ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.271258"" data-longitude=""-122.747947"" id=""map""></div>]",$589900,/ 3br - 2014ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.255005"" data-longitude=""-123.101206"" id=""map""></div>]",$838000,/ 2br - 1053ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.314050"" data-longitude=""-123.076685"" id=""map""></div>]",$369000,/ 1br - 778ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.197498"" data-longitude=""-122.841138"" id=""map""></div>]",$234800,/ 2br - 837ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.234995"" data-longitude=""-123.039724"" id=""map""></div>]",$799000,/ 7br - 2031ft
