lat-lng,price,number of rooms
[],$264800,/ 1br - 631ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.170425"" data-longitude=""-123.144207"" id=""map""></div>]",$329800,/ 1br - 570ft
[],$399000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.258204"" data-longitude=""-122.785975"" id=""map""></div>]",$249900,/ 2br - 903ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.210815"" data-longitude=""-122.813843"" id=""map""></div>]",$720000,N/A
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.503763"" data-longitude=""-119.623602"" id=""map""></div>]",$1079000,/ 5813ft
[],$649000,/ 5br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.162394"" data-longitude=""-122.773526"" id=""map""></div>]",$330000,/ 2br - 1166ft
[],$575000,/ 4br - 1500ft
[],$194000,/ 2br - 1053ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.150080"" data-longitude=""-122.264527"" id=""map""></div>]",$325000,/ 4br - 1800ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.188988"" data-longitude=""-123.134638"" id=""map""></div>]",$400000,/ 1br - 615ft
[],$224000,/ 1br - 660ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.115414"" data-longitude=""-122.833865"" id=""map""></div>]",$699000,/ 6br - 3200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.114726"" data-longitude=""-122.834315"" id=""map""></div>]",$820000,/ 7br - 3900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.644513"" data-longitude=""-125.062866"" id=""map""></div>]",$210000,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.207087"" data-longitude=""-122.850535"" id=""map""></div>]",$629880,/ 5br - 2600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.182901"" data-longitude=""-122.721931"" id=""map""></div>]",$838888,/ 6br - 3719ft
[],$149880,/ 1br - 712ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.270155"" data-longitude=""-122.756259"" id=""map""></div>]",$288000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.189121"" data-longitude=""-122.935760"" id=""map""></div>]",$429000,/ 2br -
[],$305000,/ 2br - 844ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.009450"" data-longitude=""-122.636087"" id=""map""></div>]",$549900,/ 3br - 1696ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.173624"" data-longitude=""-122.867339"" id=""map""></div>]",$244800,/ 3br - 1090ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.028887"" data-longitude=""-122.827378"" id=""map""></div>]",$1325000,N/A
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.107750"" data-longitude=""-122.740456"" id=""map""></div>]",$824900,/ 3870ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.323182"" data-longitude=""-123.079640"" id=""map""></div>]",$1998000,/ 2br - 1987ft
[],$775500,/ 2br - 1086ft
[],$1200000,/ 3br -
[],$3550000,/ 5br - 4314ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.179417"" data-longitude=""-122.598195"" id=""map""></div>]",$1280000,N/A
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.057703"" data-longitude=""-122.472456"" id=""map""></div>]",$220000,/ 3br - 1339ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.116973"" data-longitude=""-122.757196"" id=""map""></div>]",$550000,/ 5br - 2400ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.212018"" data-longitude=""-122.924991"" id=""map""></div>]",$339000,/ 2br - 986ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.230162"" data-longitude=""-122.953538"" id=""map""></div>]",$4798000,/ 5br - 6245ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.155510"" data-longitude=""-123.122550"" id=""map""></div>]",$728000,/ 3br - 1440ft
[],$1500000,N/A
