lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.024011"" data-longitude=""-122.798290"" id=""map""></div>]",$274900,/ 990ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.164933"" data-longitude=""-123.159032"" id=""map""></div>]",$598000,/ 3br - 1385ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.339291"" data-longitude=""-123.109410"" id=""map""></div>]",$1578000,/ 4br - 2602ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.348993"" data-longitude=""-123.089201"" id=""map""></div>]",$3388000,/ 5br - 4715ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276604"" data-longitude=""-122.786266"" id=""map""></div>]",$849000,/ 5br - 2351ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.325273"" data-longitude=""-123.079465"" id=""map""></div>]",$1988000,/ 4br - 3122ft
[],$308000,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.199079"" data-longitude=""-122.851181"" id=""map""></div>]",$189900,/ 1br - 649ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.070492"" data-longitude=""-122.549701"" id=""map""></div>]",$55000,/ 2br - 680ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.168125"" data-longitude=""-122.847742"" id=""map""></div>]",$830000,/ 8br -
[],$250000,/ 3br - 1410ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.199005"" data-longitude=""-122.803827"" id=""map""></div>]",$229000,/ 2br - 1023ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.205935"" data-longitude=""-122.861738"" id=""map""></div>]",$620000,/ 2br - 1200ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.289956"" data-longitude=""-123.040784"" id=""map""></div>]",$2350000,N/A
[],$299000,/ 1br - 565ft
[],$1738800,/ 4br - 2883ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.779186"" data-longitude=""-126.056571"" id=""map""></div>]",$129000,/ 3br - 2016ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.278375"" data-longitude=""-122.868417"" id=""map""></div>]",$840000,/ 8722ft
[],$1068000,/ 7br - 5867ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.197447"" data-longitude=""-122.840990"" id=""map""></div>]",$194900,/ 1br - 592ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.059259"" data-longitude=""-122.462261"" id=""map""></div>]",$699000,/ 2br - 6000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.177219"" data-longitude=""-122.655868"" id=""map""></div>]",$289900,/ 2br - 1233ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.214598"" data-longitude=""-123.082632"" id=""map""></div>]",$1325000,/ 6br - 2218ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.206919"" data-longitude=""-123.051276"" id=""map""></div>]",$314000,/ 2br - 765ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.012683"" data-longitude=""-122.567703"" id=""map""></div>]",$239900,/ 2br - 835ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.329279"" data-longitude=""-123.133039"" id=""map""></div>]",$1988000,/ 3br - 3187ft
[],$199900,/ 2br - 828ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.247529"" data-longitude=""-122.831322"" id=""map""></div>]",$859888,/ 3br - 2317ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.025126"" data-longitude=""-123.101770"" id=""map""></div>]",$529900,/ 2br - 1252ft
[],$75000,/ 2br - 750ft
[],$37500,/ 2br - 1500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""53.973636"" data-longitude=""-129.902859"" id=""map""></div>]",$590000,/ 3br - 1300ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.172106"" data-longitude=""-122.971473"" id=""map""></div>]",$368000,/ 2br - 741ft
[],$399900,/ 2br - 748ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.245265"" data-longitude=""-123.115403"" id=""map""></div>]",$399000,/ 2br - 799ft
[],$89000,N/A
[],$305000,/ 3br - 1450ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.115915"" data-longitude=""-122.802701"" id=""map""></div>]",$323000,/ 3br - 1322ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.269664"" data-longitude=""-123.138378"" id=""map""></div>]",$734900,/ 2br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.274699"" data-longitude=""-122.826683"" id=""map""></div>]",$1248000,/ 6br - 4109ft
