lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.105985"" data-longitude=""-122.723806"" id=""map""></div>]",$575000,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.264174"" data-longitude=""-123.120189"" id=""map""></div>]",$649000,/ 2br - 1041ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.218420"" data-longitude=""-123.022205"" id=""map""></div>]",$950000,/ 4br - 1998ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.264130"" data-longitude=""-123.120046"" id=""map""></div>]",$649000,/ 2br - 1041ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.218420"" data-longitude=""-123.022205"" id=""map""></div>]",$950000,/ 4br - 1998ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.218420"" data-longitude=""-123.022205"" id=""map""></div>]",$950000,/ 4br - 1998ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""46.960939"" data-longitude=""-123.040502"" id=""map""></div>]",$30000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.260876"" data-longitude=""-122.786353"" id=""map""></div>]",$168000,/ 3br - 1100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.267262"" data-longitude=""-122.768726"" id=""map""></div>]",$209900,/ 3br - 1029ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.264114"" data-longitude=""-122.787080"" id=""map""></div>]",$182500,/ 1br - 828ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.266855"" data-longitude=""-123.074156"" id=""map""></div>]",$279000,/ 1br - 632ft
[],$985000,/ 8br - 5400ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.265233"" data-longitude=""-123.128702"" id=""map""></div>]",$449000,/ 1br - 775ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.236375"" data-longitude=""-123.054106"" id=""map""></div>]",$1199000,/ 4br - 1815ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.239044"" data-longitude=""-122.857271"" id=""map""></div>]",$239000,/ 2br - 845ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.315611"" data-longitude=""-123.083554"" id=""map""></div>]",$369000,/ 2br - 753ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.179175"" data-longitude=""-122.834486"" id=""map""></div>]",$254900,/ 3br - 1200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.208702"" data-longitude=""-122.914512"" id=""map""></div>]",$1988000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.267995"" data-longitude=""-122.782472"" id=""map""></div>]",$415000,/ 2br - 1317ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.184813"" data-longitude=""-122.899781"" id=""map""></div>]",$649888,/ 7br - 3013ft
[],$587000,/ 4br - 2617ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.184813"" data-longitude=""-122.899781"" id=""map""></div>]",$649888,/ 7br - 3013ft
[],$278000,/ 1br - 806ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""48.421714"" data-longitude=""-123.378594"" id=""map""></div>]",$1100000,/ 1br - 1900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.296298"" data-longitude=""-122.844504"" id=""map""></div>]",$1288000,/ 6br - 4276ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.250680"" data-longitude=""-122.899041"" id=""map""></div>]",$339000,/ 2br - 924ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.257149"" data-longitude=""-122.808909"" id=""map""></div>]",$508500,/ 2br - 866ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.249205"" data-longitude=""-122.888535"" id=""map""></div>]",$429900,/ 2br - 1101ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.278903"" data-longitude=""-122.831294"" id=""map""></div>]",$415000,/ 2br - 1094ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.303125"" data-longitude=""-122.757074"" id=""map""></div>]",$794000,/ 4br - 2261ft
