lat-lng,price,number of rooms
[],$995000,/ 6200ft
[],$1180000,N/A
[],$779000,/ 8br - 4200ft
[],$310000,N/A
[],$310000,N/A
[],$409000,N/A
[],$1298000,N/A
[],$1199000,N/A
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.272086"" data-longitude=""-123.127930"" id=""map""></div>]",$2880000,/ 2br - 1850ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.195138"" data-longitude=""-122.798149"" id=""map""></div>]",$255000,/ 2br - 1400ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.155433"" data-longitude=""-122.647568"" id=""map""></div>]",$488800,/ 3br - 2094ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""48.868244"" data-longitude=""-123.531647"" id=""map""></div>]",$484000,/ 4br - 2580ft
[],$24900,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.102538"" data-longitude=""-122.674429"" id=""map""></div>]",$209900,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.259040"" data-longitude=""-122.782871"" id=""map""></div>]",$165000,/ 3br - 1096ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.120360"" data-longitude=""-122.869158"" id=""map""></div>]",$749000,/ 7br - 3104ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.246461"" data-longitude=""-119.527516"" id=""map""></div>]",$187000,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.190024"" data-longitude=""-122.824025"" id=""map""></div>]",$164900,/ 2br - 740ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.319928"" data-longitude=""-123.069834"" id=""map""></div>]",$4650000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.319994"" data-longitude=""-123.075156"" id=""map""></div>]",$849000,/ 2br - 1026ft
[],$369900,/ 3br - 1339ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.248198"" data-longitude=""-122.901982"" id=""map""></div>]",$170000,/ 1br - 687ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.532256"" data-longitude=""-124.814343"" id=""map""></div>]",$549000,/ 1br - 725ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.030102"" data-longitude=""-122.289720"" id=""map""></div>]",$194900,/ 2br - 1150ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.100159"" data-longitude=""-122.664307"" id=""map""></div>]",$319000,/ 3br - 1536ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.195491"" data-longitude=""-122.806291"" id=""map""></div>]",$197000,/ 2br - 952ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.144675"" data-longitude=""-122.756939"" id=""map""></div>]",$559000,/ 3br - 1529ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.279313"" data-longitude=""-122.978811"" id=""map""></div>]",$269900,/ 3br - 1029ft
[],$114800,/ 2br - 689ft
[],$520000,/ 5br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""6.085936"" data-longitude=""-2.676270"" id=""map""></div>]",$460000,/ 2br - 1345ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.173848"" data-longitude=""-123.133113"" id=""map""></div>]",$389000,/ 2br - 948ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.170425"" data-longitude=""-123.137684"" id=""map""></div>]",$415000,/ 2br - 1073ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.293729"" data-longitude=""-122.754364"" id=""map""></div>]",$518800,/ 3br - 1388ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.057895"" data-longitude=""-122.477903"" id=""map""></div>]",$79900,/ 2br -
[],$199700,/ 1br - 578ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.190612"" data-longitude=""-122.809859"" id=""map""></div>]",$194944,/ 2br - 990ft
[],$45000,/ 3br - 1310ft
[],$208888,/ 1br - 679ft
[],$1710000,/ 4br -
[],$258000,/ 1br - 790ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.172114"" data-longitude=""-123.129784"" id=""map""></div>]",$285000,/ 2br - 893ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.224030"" data-longitude=""-123.026062"" id=""map""></div>]",$498000,/ 2br - 1200ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.206064"" data-longitude=""-123.130360"" id=""map""></div>]",$499800,/ 3br - 1100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.138139"" data-longitude=""-123.134194"" id=""map""></div>]",$122000,/ 2br - 904ft
[],$520000,/ 2br - 843ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.190024"" data-longitude=""-122.824025"" id=""map""></div>]",$174900,/ 2br - 740ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.103938"" data-longitude=""-122.662225"" id=""map""></div>]",$249000,/ 3br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.131100"" data-longitude=""-122.692974"" id=""map""></div>]",$348800,/ 4br - 1575ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.173427"" data-longitude=""-123.144379"" id=""map""></div>]",$529900,/ 2br - 1060ft
[],$565000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.024705"" data-longitude=""-122.791877"" id=""map""></div>]",$579900,/ 2br - 1564ft
[],$539000,/ 3br - 1632ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.162134"" data-longitude=""-122.778825"" id=""map""></div>]",$208991,/ 1br - 651ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.096245"" data-longitude=""-122.935056"" id=""map""></div>]",$389900,/ 1br - 818ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.049401"" data-longitude=""-123.613443"" id=""map""></div>]",$225000,/ 3br - 960ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.100201"" data-longitude=""-123.037820"" id=""map""></div>]",$1275000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.240017"" data-longitude=""-123.077388"" id=""map""></div>]",$1025000,/ 4br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.163466"" data-longitude=""-122.811999"" id=""map""></div>]",$950000,/ 8br - 4300ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.104958"" data-longitude=""-122.847091"" id=""map""></div>]",$1200000,/ 5br - 3300ft
