lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.137381"" data-longitude=""-122.864848"" id=""map""></div>]",$769000,/ 7br - 3000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.337796"" data-longitude=""-121.904902"" id=""map""></div>]",$67900,N/A
[],$155000,/ 2br - 1076ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.176288"" data-longitude=""-121.952628"" id=""map""></div>]",$269000,/ 2br - 2260ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.222641"" data-longitude=""-122.695637"" id=""map""></div>]",$299900,/ 2br - 1400ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.195671"" data-longitude=""-122.805562"" id=""map""></div>]",$197900,/ 2br - 952ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.258750"" data-longitude=""-122.711225"" id=""map""></div>]",$1700000,/ 4br - 3361ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.244612"" data-longitude=""-123.073429"" id=""map""></div>]",$998000,/ 3br - 2262ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.249108"" data-longitude=""-123.068561"" id=""map""></div>]",$650000,/ 3br - 1250ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.074248"" data-longitude=""-122.664036"" id=""map""></div>]",$859900,/ 5br - 2790ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.208248"" data-longitude=""-123.020401"" id=""map""></div>]",$1600000,/ 7br - 5200ft
[],$448500,/ 1br - 618ft
[],$389000,/ 2br - 1332ft
[],$347800,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.249107"" data-longitude=""-123.118396"" id=""map""></div>]",$17500000,N/A
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.191324"" data-longitude=""-122.855945"" id=""map""></div>]",$276700,/ 2br - 1100ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.191687"" data-longitude=""-122.855359"" id=""map""></div>]",$250000,/ 2br - 1100ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.154186"" data-longitude=""-122.919125"" id=""map""></div>]",$699000,/ 5br - 2737ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.208287"" data-longitude=""-122.589457"" id=""map""></div>]",$199900,/ 1073ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.217738"" data-longitude=""-122.606724"" id=""map""></div>]",$180000,/ 2br - 1282ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.294969"" data-longitude=""-122.763504"" id=""map""></div>]",$779900,/ 4br - 3578ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.174171"" data-longitude=""-122.767689"" id=""map""></div>]",$729800,/ 5br - 2358ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.265389"" data-longitude=""-123.138066"" id=""map""></div>]",$3688000,/ 13491ft
