lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.271360"" data-longitude=""-123.049739"" id=""map""></div>]",$1399000,/ 4br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.291115"" data-longitude=""-123.054574"" id=""map""></div>]",$1698800,/ 3br -
[],$196000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.165076"" data-longitude=""-121.935077"" id=""map""></div>]",$345000,/ 4br -
[],$196000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.049050"" data-longitude=""-122.779577"" id=""map""></div>]",$239000,/ 1br - 655ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.275589"" data-longitude=""-123.133264"" id=""map""></div>]",$1289000,/ 2br - 1526ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.261924"" data-longitude=""-122.758226"" id=""map""></div>]",$429000,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.242399"" data-longitude=""-122.566953"" id=""map""></div>]",$289900,/ 2br - 1166ft
[],$625000,/ 5br - 2200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.272061"" data-longitude=""-123.061724"" id=""map""></div>]",$2488000,/ 7br - 3937ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.264052"" data-longitude=""-123.014152"" id=""map""></div>]",$418800,/ 1br - 753ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.296847"" data-longitude=""-122.840353"" id=""map""></div>]",$1300000,/ 7br - 4192ft
[],$409900,/ 3br - 1438ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.091855"" data-longitude=""-123.050244"" id=""map""></div>]",$929900,/ 5br - 3000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.109887"" data-longitude=""-122.839147"" id=""map""></div>]",$768000,/ 7br - 3595ft
[],$969800,/ 6br - 4792ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.210988"" data-longitude=""-122.901116"" id=""map""></div>]",$407500,/ 2br - 1102ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.298894"" data-longitude=""-122.864302"" id=""map""></div>]",$1485000,/ 4br - 3486ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.238536"" data-longitude=""-122.873447"" id=""map""></div>]",$260000,/ 2br - 960ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.205321"" data-longitude=""-122.938693"" id=""map""></div>]",$1450000,/ 6br - 4064ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.282524"" data-longitude=""-122.825127"" id=""map""></div>]",$422500,/ 2br - 1062ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.029884"" data-longitude=""-123.073504"" id=""map""></div>]",$875000,/ 4br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.163719"" data-longitude=""-123.124997"" id=""map""></div>]",$115000,/ 450ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.320475"" data-longitude=""-122.793362"" id=""map""></div>]",$848000,/ 4br - 2940ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.269299"" data-longitude=""-123.177607"" id=""map""></div>]",$412000,/ 1br - 623ft
[],$6880000,/ 4br - 4723ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.128151"" data-longitude=""-122.623215"" id=""map""></div>]",$282500,/ 2br - 921ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276921"" data-longitude=""-122.838531"" id=""map""></div>]",$242500,/ 1br - 600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.151858"" data-longitude=""-122.771641"" id=""map""></div>]",$1120000,/ 6br - 4779ft
[],$899000,/ 3br - 1826ft
[],$518000,/ 1br - 805ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.339341"" data-longitude=""-123.183939"" id=""map""></div>]",$6488000,/ 7br - 4777ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.304326"" data-longitude=""-122.792737"" id=""map""></div>]",$868800,/ 5br - 3366ft
[],$639000,/ 3br - 1200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.254241"" data-longitude=""-122.577064"" id=""map""></div>]",$618000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.265704"" data-longitude=""-122.978795"" id=""map""></div>]",$950000,/ 6br -
