lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.284220"" data-longitude=""-123.112875"" id=""map""></div>]",$449000,/ 1br - 600ft
[],$369900,/ 741ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.048150"" data-longitude=""-122.239337"" id=""map""></div>]",$844000,/ 4br - 4673ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.124332"" data-longitude=""-122.693768"" id=""map""></div>]",$625000,/ 5br - 2500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.048962"" data-longitude=""-122.218430"" id=""map""></div>]",$549900,/ 4br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.285429"" data-longitude=""-123.146718"" id=""map""></div>]",$12000,/ 43560ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""27.954711"" data-longitude=""-111.064117"" id=""map""></div>]",$495000,/ 45000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.260450"" data-longitude=""-123.179946"" id=""map""></div>]",$2100000,/ 5br - 2100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.029414"" data-longitude=""-122.824698"" id=""map""></div>]",$999998,/ 3br - 1543ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.198511"" data-longitude=""-122.915649"" id=""map""></div>]",$379900,/ 2br - 841ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.196951"" data-longitude=""-122.968151"" id=""map""></div>]",$650000,/ 5br - 2500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.244014"" data-longitude=""-122.995469"" id=""map""></div>]",$739000,/ 4br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.171395"" data-longitude=""-122.869728"" id=""map""></div>]",$1995000,/ 8br - 10000ft
[],$779000,/ 8br - 4200ft
[],$779000,/ 8br - 4200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.165286"" data-longitude=""-123.158637"" id=""map""></div>]",$878800,/ 3br - 1548ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.252613"" data-longitude=""-122.903930"" id=""map""></div>]",$296000,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.285623"" data-longitude=""-123.128714"" id=""map""></div>]",$298900,/ 435ft
[],$225000,/ 2br - 800ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.265691"" data-longitude=""-123.156937"" id=""map""></div>]",$532440,/ 1br - 493ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.265691"" data-longitude=""-123.156937"" id=""map""></div>]",$794200,/ 2br - 722ft
[],$868000,/ 5br - 8245ft
[],$349000,/ 1200ft
[],$283000,/ 3br - 1473ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""48.980879"" data-longitude=""-123.058655"" id=""map""></div>]",$289000,N/A
[],$449000,/ 3br - 1272ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.113967"" data-longitude=""-122.882595"" id=""map""></div>]",$689900,N/A
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.164778"" data-longitude=""-122.816521"" id=""map""></div>]",$619000,/ 5br - 2400ft
[],$739000,/ 7br - 3626ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.105314"" data-longitude=""-122.845467"" id=""map""></div>]",$719000,/ 4br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.149717"" data-longitude=""-123.181116"" id=""map""></div>]",$210000,/ 2br - 1035ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.195346"" data-longitude=""-123.105761"" id=""map""></div>]",$1299000,/ 5br - 2703ft
