lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.204707"" data-longitude=""-122.799635"" id=""map""></div>]",$758000,/ 5br - 2629ft
[],$160000,/ 3br - 1700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.107168"" data-longitude=""-122.718259"" id=""map""></div>]",$525000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.245827"" data-longitude=""-122.776846"" id=""map""></div>]",$349900,/ 2br - 1083ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.018726"" data-longitude=""-122.796872"" id=""map""></div>]",$1188000,/ 4br - 2110ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.216619"" data-longitude=""-122.895310"" id=""map""></div>]",$390000,/ 2br - 1128ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.197740"" data-longitude=""-123.108203"" id=""map""></div>]",$608000,/ 2br - 1215ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.197740"" data-longitude=""-123.108203"" id=""map""></div>]",$608000,/ 2br - 1215ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.197740"" data-longitude=""-123.108203"" id=""map""></div>]",$608000,/ 2br - 1215ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.197740"" data-longitude=""-123.108203"" id=""map""></div>]",$608000,/ 2br - 1215ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.197740"" data-longitude=""-123.108203"" id=""map""></div>]",$608000,/ 2br - 1215ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.197740"" data-longitude=""-123.108203"" id=""map""></div>]",$608000,/ 2br - 1215ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.197740"" data-longitude=""-123.108203"" id=""map""></div>]",$608000,/ 2br - 1215ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.197740"" data-longitude=""-123.108203"" id=""map""></div>]",$608000,/ 2br - 1215ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.197740"" data-longitude=""-123.108203"" id=""map""></div>]",$608000,/ 2br - 1215ft
