lat-lng,price,number of rooms
[],$3600,/ 5br - 3200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.041739"" data-longitude=""-122.353395"" id=""map""></div>]",$1985,/ 4br - 2450ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.345050"" data-longitude=""-123.184090"" id=""map""></div>]",$6250,/ 5br - 4900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.290649"" data-longitude=""-122.800933"" id=""map""></div>]",$2700,/ 4br - 2300ft
[],$650,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.139267"" data-longitude=""-122.894546"" id=""map""></div>]",$1000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.041763"" data-longitude=""-122.353312"" id=""map""></div>]",$1985,/ 4br - 2450ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.279894"" data-longitude=""-123.124115"" id=""map""></div>]",$2999,/ 2br - 1129ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.043297"" data-longitude=""-122.797408"" id=""map""></div>]",$1919,/ 3br - 1350ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.270210"" data-longitude=""-123.190994"" id=""map""></div>]",$10000,/ 5br - 4000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.264277"" data-longitude=""-123.119987"" id=""map""></div>]",$5500,/ 3br - 1650ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.287935"" data-longitude=""-123.127079"" id=""map""></div>]",$3500,/ 2br - 873ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.276793"" data-longitude=""-123.117089"" id=""map""></div>]",$6500,/ 2br - 2157ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.273937"" data-longitude=""-123.119402"" id=""map""></div>]",$3900,/ 2br - 1000ft
[],$1500,/ 1br - 800ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.276401"" data-longitude=""-123.125229"" id=""map""></div>]",$6000,/ 1br - 1700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.332425"" data-longitude=""-122.942279"" id=""map""></div>]",$5000,/ 4br - 3000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.222144"" data-longitude=""-122.563591"" id=""map""></div>]",$4000,/ 4br - 3200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.266239"" data-longitude=""-123.145666"" id=""map""></div>]",$4500,/ 2br - 969ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.372524"" data-longitude=""-123.282201"" id=""map""></div>]",$9100,/ 2br - 2500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.258254"" data-longitude=""-123.148623"" id=""map""></div>]",$6500,/ 2br - 1800ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.335442"" data-longitude=""-123.124117"" id=""map""></div>]",$2500,/ 2br - 800ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.264290"" data-longitude=""-122.893195"" id=""map""></div>]",$2700,/ 1br - 766ft
