lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.323954"" data-longitude=""-123.111430"" id=""map""></div>]",$3200,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.213343"" data-longitude=""-123.069212"" id=""map""></div>]",$1300,/ 2br - 1180ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.262494"" data-longitude=""-122.841527"" id=""map""></div>]",$2000,/ 4br - 2400ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.173406"" data-longitude=""-122.508430"" id=""map""></div>]",$900,/ 1br - 700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.226340"" data-longitude=""-122.918483"" id=""map""></div>]",$2900,/ 5br - 2000ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.224284"" data-longitude=""-122.940629"" id=""map""></div>]",$1250,/ 1br - 636ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.264016"" data-longitude=""-123.212619"" id=""map""></div>]",$2300,/ 2br - 836ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.133771"" data-longitude=""-123.177046"" id=""map""></div>]",$2850,/ 5br - 3300ft
[],$1800,/ 1br - 509ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.259187"" data-longitude=""-123.144783"" id=""map""></div>]",$2020,/ 2br - 905ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.221696"" data-longitude=""-123.073196"" id=""map""></div>]",$975,/ 1br -
[],$650,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.319928"" data-longitude=""-123.069834"" id=""map""></div>]",$2200,/ 1br - 565ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.362980"" data-longitude=""-123.120024"" id=""map""></div>]",$2950,/ 4br - 2500ft
[],$2395,/ 1br - 636ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.214635"" data-longitude=""-123.074218"" id=""map""></div>]",$1100,/ 2br -
[],$2495,/ 3br - 1400ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.229593"" data-longitude=""-122.694819"" id=""map""></div>]",$1300,/ 2br - 1050ft
[],$1850,/ 625ft
[],$1500,/ 2br -
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.050090"" data-longitude=""-122.785252"" id=""map""></div>]",$2700,/ 3br - 1800ft
[],$1500,/ 3br - 1300ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.286771"" data-longitude=""-123.029452"" id=""map""></div>]",$850,/ 1br -
[],$1575,/ 2br - 1200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.279142"" data-longitude=""-123.036092"" id=""map""></div>]",$975,/ 2br -
[],$1575,/ 2br - 1200ft
[],$675,/ 2br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.132802"" data-longitude=""-122.807678"" id=""map""></div>]",$1050,/ 3br -
[],$2395,/ 1br - 650ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.268016"" data-longitude=""-122.949905"" id=""map""></div>]",$1195,/ 1br - 740ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276712"" data-longitude=""-123.121971"" id=""map""></div>]",$2395,/ 1br - 650ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.248417"" data-longitude=""-122.771940"" id=""map""></div>]",$1350,/ 3br - 1100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276712"" data-longitude=""-123.121971"" id=""map""></div>]",$2395,/ 1br - 650ft
