lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.168405"" data-longitude=""-123.142319"" id=""map""></div>]",$2100,/ 2br - 850ft
[],$900,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.261572"" data-longitude=""-123.171842"" id=""map""></div>]",$2300,/ 2br - 1200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.306171"" data-longitude=""-123.032033"" id=""map""></div>]",$1650,/ 3br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.227354"" data-longitude=""-123.004852"" id=""map""></div>]",$2400,/ 3br - 1200ft
[],$900,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.248423"" data-longitude=""-123.168931"" id=""map""></div>]",$4800,/ 6br - 3600ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.274357"" data-longitude=""-122.970228"" id=""map""></div>]",$650,/ 6br - 3600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.334268"" data-longitude=""-123.096013"" id=""map""></div>]",$4995,/ 3br - 2177ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.110647"" data-longitude=""-122.761832"" id=""map""></div>]",$890,/ 2br - 875ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.209643"" data-longitude=""-123.130192"" id=""map""></div>]",$2300,/ 3br - 1320ft
[],$1075,/ 2br -
[],$1350,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.278957"" data-longitude=""-122.910228"" id=""map""></div>]",$1100,/ 456ft
[],$1650,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.230892"" data-longitude=""-122.837991"" id=""map""></div>]",$1475,/ 2br - 1100ft
[],$1500,/ 2br - 823ft
[],$1750,/ 6br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.269497"" data-longitude=""-122.767159"" id=""map""></div>]",$900,/ 1br -
[],$2600,/ 3br -
[],$2100,/ 3br - 1500ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.291294"" data-longitude=""-123.132813"" id=""map""></div>]",$1680,/ 1br - 576ft
[],$800,/ 2br -
[],$1200,/ 2br - 800ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.258376"" data-longitude=""-123.096833"" id=""map""></div>]",$1575,/ 1br - 650ft
[],$1700,/ 900ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.264391"" data-longitude=""-122.961969"" id=""map""></div>]",$1500,/ 2br - 700ft
[],$4100,/ 2br - 930ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.127794"" data-longitude=""-122.881731"" id=""map""></div>]",$750,/ 2br -
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.130959"" data-longitude=""-122.821312"" id=""map""></div>]",$550,/ 1br -
[],$1895,/ 1br - 569ft
[],$1050,/ 2br - 800ft
[],$980,/ 1000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.202420"" data-longitude=""-122.911182"" id=""map""></div>]",$1450,/ 2br -
