lat-lng,price,number of rooms
[],$2300,/ 3br - 1440ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.133711"" data-longitude=""-123.121562"" id=""map""></div>]",$2500,/ 3br - 2000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.151117"" data-longitude=""-123.167253"" id=""map""></div>]",$2400,/ 3br -
[],$600,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.202012"" data-longitude=""-122.805987"" id=""map""></div>]",$850,/ 2br - 850ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.348477"" data-longitude=""-123.155450"" id=""map""></div>]",$5656,/ 5br - 4800ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.233929"" data-longitude=""-123.010275"" id=""map""></div>]",$980,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.167082"" data-longitude=""-123.121802"" id=""map""></div>]",$1600,/ 2br - 940ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.273182"" data-longitude=""-123.128341"" id=""map""></div>]",$3600,/ 1br - 784ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.273417"" data-longitude=""-122.964533"" id=""map""></div>]",$1200,/ 2br - 900ft
[],$1300,/ 1br - 750ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.130546"" data-longitude=""-122.823286"" id=""map""></div>]",$700,/ 2br - 800ft
[],$1895,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.092876"" data-longitude=""-122.603580"" id=""map""></div>]",$1100,/ 2br - 1200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.280783"" data-longitude=""-123.138483"" id=""map""></div>]",$975,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.116151"" data-longitude=""-122.826773"" id=""map""></div>]",$700,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.344517"" data-longitude=""-123.040631"" id=""map""></div>]",$4000,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.217406"" data-longitude=""-122.674872"" id=""map""></div>]",$1200,/ 2br - 700ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.131689"" data-longitude=""-122.727499"" id=""map""></div>]",$950,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.199158"" data-longitude=""-122.846178"" id=""map""></div>]",$925,/ 1br - 550ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.163235"" data-longitude=""-122.900767"" id=""map""></div>]",$1050,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.211397"" data-longitude=""-122.677766"" id=""map""></div>]",$1050,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.257982"" data-longitude=""-123.137648"" id=""map""></div>]",$1795,/ 1br -
[],$1100,/ 1br -
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.315347"" data-longitude=""-123.001349"" id=""map""></div>]",$2800,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.255716"" data-longitude=""-123.193311"" id=""map""></div>]",$1500,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.330805"" data-longitude=""-123.050575"" id=""map""></div>]",$1150,/ 1br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.284131"" data-longitude=""-122.796345"" id=""map""></div>]",$1550,/ 2br - 1000ft
[],$900,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.337661"" data-longitude=""-123.164579"" id=""map""></div>]",$7500,/ 6br - 4700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276409"" data-longitude=""-123.130909"" id=""map""></div>]",$1600,/ 412ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.270158"" data-longitude=""-122.761646"" id=""map""></div>]",$1400,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.216259"" data-longitude=""-123.067456"" id=""map""></div>]",$1295,/ 2br - 820ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.320142"" data-longitude=""-123.074749"" id=""map""></div>]",$3800,/ 1026ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.266612"" data-longitude=""-123.164564"" id=""map""></div>]",$4200,/ 3br - 2300ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.281552"" data-longitude=""-122.791861"" id=""map""></div>]",$1500,/ 2br - 937ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.214866"" data-longitude=""-122.984314"" id=""map""></div>]",$1690,/ 3br - 1250ft
[],$2200,/ 3br - 1800ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.128404"" data-longitude=""-122.810884"" id=""map""></div>]",$600,/ 1br - 500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.216120"" data-longitude=""-122.598816"" id=""map""></div>]",$1100,/ 2br - 1100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.216535"" data-longitude=""-122.597833"" id=""map""></div>]",$1050,/ 2br - 1100ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.216535"" data-longitude=""-122.597833"" id=""map""></div>]",$1050,/ 2br - 1100ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.284131"" data-longitude=""-122.796345"" id=""map""></div>]",$1550,/ 2br - 1000ft
[],$750,/ 2br - 600ft
[],$1100,/ 2br -
[],$1100,/ 2br -
[],$2400,/ 1200ft
[],$750,/ 2br -
[],$1000,/ 2br - 700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.266544"" data-longitude=""-123.030868"" id=""map""></div>]",$1300,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.274682"" data-longitude=""-122.825514"" id=""map""></div>]",$1750,/ 3br - 1600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.130061"" data-longitude=""-122.727156"" id=""map""></div>]",$1100,/ 2br - 1200ft
[],$1700,/ 1br - 620ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.247146"" data-longitude=""-123.184616"" id=""map""></div>]",$3200,/ 3br - 2050ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.338860"" data-longitude=""-123.084559"" id=""map""></div>]",$4500,/ 4br - 2895ft
[],$900,/ 2br -
[],$1700,/ 3br - 1200ft
[],$900,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.413771"" data-longitude=""-123.328264"" id=""map""></div>]",$2500,/ 2br - 2500ft
[],$1900,/ 2br - 920ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.171102"" data-longitude=""-122.874310"" id=""map""></div>]",$1800,/ 5br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.219560"" data-longitude=""-122.639332"" id=""map""></div>]",$1580,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.334666"" data-longitude=""-123.116002"" id=""map""></div>]",$2900,/ 2br - 1335ft
