lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.283711"" data-longitude=""-123.004501"" id=""map""></div>]",$3200,/ 5br - 2000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.281855"" data-longitude=""-123.124123"" id=""map""></div>]",$1800,/ 1br - 612ft
[],$1200,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.334212"" data-longitude=""-123.066444"" id=""map""></div>]",$3500,/ 1br - 600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.149854"" data-longitude=""-122.804734"" id=""map""></div>]",$2850,/ 5br - 3600ft
[],$2495,/ 1br - 600ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.284739"" data-longitude=""-123.020489"" id=""map""></div>]",$1100,/ 1br - 700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.239329"" data-longitude=""-123.159754"" id=""map""></div>]",$1385,/ 1br - 570ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.328353"" data-longitude=""-123.166330"" id=""map""></div>]",$1600,/ 1br - 690ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.327185"" data-longitude=""-123.066878"" id=""map""></div>]",$3495,/ 4br - 2000ft
[],$550,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.101089"" data-longitude=""-122.648876"" id=""map""></div>]",$785,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.101089"" data-longitude=""-122.648876"" id=""map""></div>]",$900,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.187859"" data-longitude=""-122.809256"" id=""map""></div>]",$880,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.101089"" data-longitude=""-122.648876"" id=""map""></div>]",$785,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.100962"" data-longitude=""-122.649165"" id=""map""></div>]",$910,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.225181"" data-longitude=""-122.994183"" id=""map""></div>]",$2100,/ 2br - 812ft
[],$900,/ 2br -
[],$950,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276497"" data-longitude=""-123.133990"" id=""map""></div>]",$8995,/ 3br - 3000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.278831"" data-longitude=""-123.122071"" id=""map""></div>]",$1600,/ 468ft
[],$1395,/ 2br -
[],$935,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.234486"" data-longitude=""-123.146921"" id=""map""></div>]",$1995,/ 1br - 2000ft
[],$1365,/ 1br - 2000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.126297"" data-longitude=""-122.723894"" id=""map""></div>]",$1950,/ 3br -
[],$1295,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.137956"" data-longitude=""-122.875441"" id=""map""></div>]",$800,/ 2br -
[],$1345,/ 2br -
[],$975,/ 1br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.267548"" data-longitude=""-123.170578"" id=""map""></div>]",$1280,/ 1br -
[],$1395,/ 2br -
[],$850,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.284019"" data-longitude=""-123.113830"" id=""map""></div>]",$1995,/ 1br -
[],$3100,/ 2br -
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.328353"" data-longitude=""-123.166351"" id=""map""></div>]",$1600,/ 1br - 690ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.163396"" data-longitude=""-123.131139"" id=""map""></div>]",$1050,/ 1br - 555ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.243485"" data-longitude=""-123.044621"" id=""map""></div>]",$1800,/ 3br - 850ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.163382"" data-longitude=""-123.131161"" id=""map""></div>]",$1300,/ 1br - 526ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.160997"" data-longitude=""-123.126805"" id=""map""></div>]",$1585,/ 3br - 1400ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.281171"" data-longitude=""-123.044376"" id=""map""></div>]",$1495,/ 1br - 630ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.269557"" data-longitude=""-123.140536"" id=""map""></div>]",$7495,/ 1br - 1500ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.268888"" data-longitude=""-123.219343"" id=""map""></div>]",$1750,/ 2br - 1100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.258507"" data-longitude=""-123.121918"" id=""map""></div>]",$2595,/ 2br - 1200ft
[],$825,/ 2br - 800ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.266552"" data-longitude=""-122.757635"" id=""map""></div>]",$1680,/ 3br - 1400ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.290371"" data-longitude=""-123.020569"" id=""map""></div>]",$1745,/ 1br - 650ft
[],$1890,/ 3br - 1100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.273557"" data-longitude=""-123.119595"" id=""map""></div>]",$3850,/ 2br - 1263ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.324157"" data-longitude=""-123.071787"" id=""map""></div>]",$1545,/ 1br - 559ft
[],$835,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.263772"" data-longitude=""-123.153262"" id=""map""></div>]",$1500,/ 1br - 900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.273405"" data-longitude=""-123.117299"" id=""map""></div>]",$3950,/ 2br - 1241ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.241664"" data-longitude=""-122.879583"" id=""map""></div>]",$3295,/ 5br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.157175"" data-longitude=""-122.762475"" id=""map""></div>]",$1250,/ 2br - 1700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.280936"" data-longitude=""-123.108759"" id=""map""></div>]",$2700,/ 1br - 807ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.120269"" data-longitude=""-122.848122"" id=""map""></div>]",$1065,/ 4br -
[],$675,/ 1br - 550ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.626836"" data-longitude=""-123.206005"" id=""map""></div>]",$3500,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.114501"" data-longitude=""-122.814488"" id=""map""></div>]",$850,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.306648"" data-longitude=""-123.066316"" id=""map""></div>]",$1600,/ 1br - 750ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.111606"" data-longitude=""-122.765024"" id=""map""></div>]",$1950,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.041786"" data-longitude=""-122.354880"" id=""map""></div>]",$4200,/ 850ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.306672"" data-longitude=""-123.066366"" id=""map""></div>]",$1900,/ 2br - 990ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.288383"" data-longitude=""-123.123822"" id=""map""></div>]",$2390,/ 1br - 557ft
[],$900,/ 1br - 700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.184366"" data-longitude=""-122.854376"" id=""map""></div>]",$2100,/ 4br - 2400ft
[],$1400,/ 3br - 1188ft
[],$850,/ 2br -
[],$900,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.270381"" data-longitude=""-123.109295"" id=""map""></div>]",$1850,/ 1br - 555ft
