lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.126548"" data-longitude=""-122.866869"" id=""map""></div>]",$639800,/ 5br - 2446ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.144606"" data-longitude=""-122.823373"" id=""map""></div>]",$529800,/ 4br - 1810ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.159620"" data-longitude=""-122.908800"" id=""map""></div>]",$1299800,/ 7br - 5493ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.016658"" data-longitude=""-122.733283"" id=""map""></div>]",$389800,/ 6000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.110530"" data-longitude=""-122.748751"" id=""map""></div>]",$899000,/ 5br - 3858ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.168815"" data-longitude=""-122.645458"" id=""map""></div>]",$508800,/ 3br - 1665ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.115302"" data-longitude=""-122.682271"" id=""map""></div>]",$247890,/ 2br - 1076ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.145840"" data-longitude=""-123.122449"" id=""map""></div>]",$179000,/ 760ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.265146"" data-longitude=""-122.804643"" id=""map""></div>]",$1380000,/ 4br - 4625ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.260979"" data-longitude=""-123.152096"" id=""map""></div>]",$539900,/ 1br - 780ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.287981"" data-longitude=""-123.136306"" id=""map""></div>]",$289000,/ 467ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.164856"" data-longitude=""-122.661287"" id=""map""></div>]",$175000,/ 1br - 510ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.266166"" data-longitude=""-122.868699"" id=""map""></div>]",$1289000,/ 4br - 3426ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.145812"" data-longitude=""-123.122427"" id=""map""></div>]",$179000,/ 760ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.263374"" data-longitude=""-123.091511"" id=""map""></div>]",$350000,/ 768ft
