lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.095227"" data-longitude=""-121.958027"" id=""map""></div>]",$199000,/ 2br - 1296ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.106311"" data-longitude=""-122.646321"" id=""map""></div>]",$219900,/ 2br - 1240ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.108760"" data-longitude=""-121.986080"" id=""map""></div>]",$449000,/ 3br - 1650ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.079808"" data-longitude=""-122.010926"" id=""map""></div>]",$389900,/ 2br - 1558ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.337796"" data-longitude=""-121.904902"" id=""map""></div>]",$129000,/ 1br - 444ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.071029"" data-longitude=""-122.069174"" id=""map""></div>]",$449000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.139786"" data-longitude=""-121.948831"" id=""map""></div>]",$519900,/ 4br - 2243ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.264892"" data-longitude=""-123.087104"" id=""map""></div>]",$469900,/ 2br - 967ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.054046"" data-longitude=""-122.796091"" id=""map""></div>]",$889800,/ 4br - 3545ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.268369"" data-longitude=""-123.166228"" id=""map""></div>]",$469000,/ 2br - 827ft
[],$450000,/ 2br - 2772ft
[],$170000,/ 3br - 1100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.305604"" data-longitude=""-122.970971"" id=""map""></div>]",$239000,/ 501ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.305604"" data-longitude=""-122.970971"" id=""map""></div>]",$289000,/ 1br - 711ft
