lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.223657"" data-longitude=""-122.986890"" id=""map""></div>]",$1450,/ 1br - 606ft
[],$1975,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.233410"" data-longitude=""-123.034045"" id=""map""></div>]",$1450,/ 1br - 830ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.082970"" data-longitude=""-122.585890"" id=""map""></div>]",$3400,/ 5br - 3300ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.282910"" data-longitude=""-123.024250"" id=""map""></div>]",$1550,/ 1br -
[],$1900,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.282910"" data-longitude=""-123.024250"" id=""map""></div>]",$1550,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.188581"" data-longitude=""-122.816871"" id=""map""></div>]",$1100,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.235677"" data-longitude=""-123.085020"" id=""map""></div>]",$2300,/ 3br - 1500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.233839"" data-longitude=""-123.035159"" id=""map""></div>]",$1450,/ 1br - 830ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.159032"" data-longitude=""-122.888453"" id=""map""></div>]",$1425,/ 3br - 1555ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.233895"" data-longitude=""-123.035138"" id=""map""></div>]",$1450,/ 1br - 830ft
[],$1050,/ 1br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.135405"" data-longitude=""-122.690409"" id=""map""></div>]",$1850,/ 3br - 1400ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.177541"" data-longitude=""-122.857969"" id=""map""></div>]",$1500,/ 3br - 1200ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.142642"" data-longitude=""-122.819534"" id=""map""></div>]",$900,/ 2br - 800ft
[],$1500,/ 1br - 450ft
[],$2950,/ 4br -
[],$1200,/ 4br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.341286"" data-longitude=""-123.189590"" id=""map""></div>]",$1350,/ 450ft
[],$1390,/ 1br - 904ft
[],$1200,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.253151"" data-longitude=""-123.033271"" id=""map""></div>]",$1300,/ 3br -
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.263324"" data-longitude=""-123.065028"" id=""map""></div>]",$3500,/ 4br - 2080ft
[],$800,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.204224"" data-longitude=""-122.914052"" id=""map""></div>]",$980,/ 1br - 593ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.264449"" data-longitude=""-123.009546"" id=""map""></div>]",$2200,/ 2br - 870ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.267707"" data-longitude=""-122.947145"" id=""map""></div>]",$1195,/ 1br - 600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.281710"" data-longitude=""-123.139563"" id=""map""></div>]",$4500,/ 2br - 1500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.148595"" data-longitude=""-122.894829"" id=""map""></div>]",$1150,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.167082"" data-longitude=""-123.121802"" id=""map""></div>]",$1400,/ 1br - 674ft
[],$925,/ 1br - 550ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.032857"" data-longitude=""-122.787257"" id=""map""></div>]",$950,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.259767"" data-longitude=""-123.182015"" id=""map""></div>]",$875,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.207959"" data-longitude=""-122.815638"" id=""map""></div>]",$1500,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.186101"" data-longitude=""-122.841240"" id=""map""></div>]",$1095,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.336103"" data-longitude=""-123.070304"" id=""map""></div>]",$1700,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.186101"" data-longitude=""-122.841240"" id=""map""></div>]",$1095,/ 2br - 893ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.277435"" data-longitude=""-123.122197"" id=""map""></div>]",$2000,/ 1br - 716ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.207959"" data-longitude=""-122.815638"" id=""map""></div>]",$800,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.221045"" data-longitude=""-122.635660"" id=""map""></div>]",$2100,/ 3br - 1600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.148595"" data-longitude=""-122.894829"" id=""map""></div>]",$1150,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.058523"" data-longitude=""-122.779190"" id=""map""></div>]",$900,/ 1br - 685ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.232304"" data-longitude=""-123.006624"" id=""map""></div>]",$1800,/ 2br - 1044ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.286435"" data-longitude=""-123.127505"" id=""map""></div>]",$1595,/ 1br - 513ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.100714"" data-longitude=""-122.673439"" id=""map""></div>]",$1600,/ 2br - 925ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.250940"" data-longitude=""-123.084067"" id=""map""></div>]",$2500,/ 4br -
[],$1500,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.190607"" data-longitude=""-122.792118"" id=""map""></div>]",$1650,/ 2br - 840ft
[],$800,/ 1br -
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.167181"" data-longitude=""-123.119493"" id=""map""></div>]",$1750,/ 2br - 999ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.266261"" data-longitude=""-122.883889"" id=""map""></div>]",$4000,/ 5br - 1600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.191864"" data-longitude=""-122.834246"" id=""map""></div>]",$1050,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.126414"" data-longitude=""-122.693294"" id=""map""></div>]",$1100,/ 2br - 950ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.164497"" data-longitude=""-122.832479"" id=""map""></div>]",$2150,/ 4br - 1840ft
"[<div class=""viewposting"" data-accuracy=""23"" data-latitude=""49.209662"" data-longitude=""-123.141798"" id=""map""></div>]",$2600,/ 2br - 963ft
[],$1100,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.287683"" data-longitude=""-123.116226"" id=""map""></div>]",$9000,/ 2br - 2320ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.133893"" data-longitude=""-123.064213"" id=""map""></div>]",$1600,/ 1br - 650ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.241695"" data-longitude=""-122.879607"" id=""map""></div>]",$1395,/ 3br - 1000ft
