lat-lng,price,number of rooms
[],$850,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.188996"" data-longitude=""-122.806892"" id=""map""></div>]",$1100,/ 1br - 700ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.182667"" data-longitude=""-122.878770"" id=""map""></div>]",$1500,/ 3br - 10000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.103910"" data-longitude=""-122.863154"" id=""map""></div>]",$6850,/ 7br - 6000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.035130"" data-longitude=""-122.832040"" id=""map""></div>]",$2250,/ 3br - 1750ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.189515"" data-longitude=""-122.852941"" id=""map""></div>]",$825,/ 405ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.202173"" data-longitude=""-122.859430"" id=""map""></div>]",$1850,/ 3br - 1600ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.223133"" data-longitude=""-123.001538"" id=""map""></div>]",$880,/ 1br - 750ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.288237"" data-longitude=""-123.126886"" id=""map""></div>]",$1975,/ 1br -
[],$1850,/ 4br - 1900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.221221"" data-longitude=""-122.959880"" id=""map""></div>]",$780,/ 4br - 1900ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.215876"" data-longitude=""-122.901529"" id=""map""></div>]",$1300,/ 1br - 663ft
[],$1495,/ 1br - 750ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.201280"" data-longitude=""-122.915254"" id=""map""></div>]",$2050,/ 2br - 1050ft
[],$1450,/ 2br - 1100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.339015"" data-longitude=""-123.255628"" id=""map""></div>]",$2950,/ 4br - 2500ft
[],$3750,/ 5br - 2682ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.364418"" data-longitude=""-123.103069"" id=""map""></div>]",$5000,/ 2br - 4206ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.342746"" data-longitude=""-123.170608"" id=""map""></div>]",$4500,/ 5br - 3443ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.273319"" data-longitude=""-122.879950"" id=""map""></div>]",$1100,/ 2br - 810ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.377483"" data-longitude=""-123.283515"" id=""map""></div>]",$9950,/ 4br - 4000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.346652"" data-longitude=""-123.164872"" id=""map""></div>]",$5950,/ 5br - 5500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.341384"" data-longitude=""-123.137770"" id=""map""></div>]",$4500,/ 3br - 3932ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.352219"" data-longitude=""-123.261040"" id=""map""></div>]",$5500,/ 4br - 2749ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.194494"" data-longitude=""-122.795368"" id=""map""></div>]",$850,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.356394"" data-longitude=""-123.138916"" id=""map""></div>]",$2475,/ 1br - 1350ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.350828"" data-longitude=""-123.101631"" id=""map""></div>]",$4500,/ 3br - 2500ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.366382"" data-longitude=""-123.129934"" id=""map""></div>]",$3650,/ 3br - 1850ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.169630"" data-longitude=""-122.854999"" id=""map""></div>]",$600,/ 1br -
[],$1200,/ 550ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.299289"" data-longitude=""-122.819551"" id=""map""></div>]",$850,/ 1br - 800ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.209881"" data-longitude=""-122.925048"" id=""map""></div>]",$1220,/ 1br - 625ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.020673"" data-longitude=""-122.768155"" id=""map""></div>]",$2000,/ 4br - 1800ft
[],$710,/ 4br - 1800ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.279540"" data-longitude=""-123.116901"" id=""map""></div>]",$2595,/ 1br - 480ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276653"" data-longitude=""-123.129272"" id=""map""></div>]",$1550,/ 1br - 480ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.165459"" data-longitude=""-122.856159"" id=""map""></div>]",$2000,/ 5br - 1650ft
[],$710,/ 5br - 1650ft
