lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.264499"" data-longitude=""-123.133947"" id=""map""></div>]",$989000,/ 2br - 1171ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.134007"" data-longitude=""-122.537558"" id=""map""></div>]",$3498000,/ 3br - 5460ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.190427"" data-longitude=""-122.853413"" id=""map""></div>]",$199000,N/A
[],$285000,/ 1br - 770ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.184263"" data-longitude=""-122.839218"" id=""map""></div>]",$134990,/ 1br - 642ft
[],$119000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.280453"" data-longitude=""-122.791975"" id=""map""></div>]",$359900,/ 2br - 930ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.241702"" data-longitude=""-122.872216"" id=""map""></div>]",$1350000,/ 4br - 2600ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.105787"" data-longitude=""-122.894183"" id=""map""></div>]",$749000,/ 5br - 3054ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.184126"" data-longitude=""-122.845926"" id=""map""></div>]",$140000,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.162610"" data-longitude=""-123.172102"" id=""map""></div>]",$728000,/ 3br - 1455ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.304838"" data-longitude=""-122.733968"" id=""map""></div>]",$569900,/ 2br - 1240ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.131451"" data-longitude=""-122.852501"" id=""map""></div>]",$124900,/ 2br - 1147ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.133177"" data-longitude=""-122.853984"" id=""map""></div>]",$189900,/ 3br - 1482ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.166469"" data-longitude=""-122.843521"" id=""map""></div>]",$634900,/ 4br - 4040ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.137239"" data-longitude=""-122.841648"" id=""map""></div>]",$138900,/ 1br - 685ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.123012"" data-longitude=""-122.890277"" id=""map""></div>]",$219900,/ 1br - 708ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.208921"" data-longitude=""-122.877874"" id=""map""></div>]",$399900,/ 3br - 1618ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.179056"" data-longitude=""-122.907821"" id=""map""></div>]",$524900,/ 4br - 2108ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.272086"" data-longitude=""-123.127930"" id=""map""></div>]",$2880000,/ 2br - 1850ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.170902"" data-longitude=""-123.144851"" id=""map""></div>]",$340000,/ 2br - 670ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.156772"" data-longitude=""-122.886256"" id=""map""></div>]",$1138800,/ 6br - 8356ft
[],$2900000,/ 5br - 3075ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.281177"" data-longitude=""-123.052525"" id=""map""></div>]",$299000,/ 680ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.259040"" data-longitude=""-122.782871"" id=""map""></div>]",$499900,/ 4323ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.259060"" data-longitude=""-122.782724"" id=""map""></div>]",$588000,/ 3br - 6419ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.256185"" data-longitude=""-122.778547"" id=""map""></div>]",$1350000,/ 8br - 9440ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.221188"" data-longitude=""-122.590225"" id=""map""></div>]",$279900,/ 3br - 1427ft
[],$625000,/ 2br - 7500ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.267399"" data-longitude=""-123.161227"" id=""map""></div>]",$1138000,/ 2br - 1109ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.243441"" data-longitude=""-123.053732"" id=""map""></div>]",$939000,/ 3br - 1409ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.026881"" data-longitude=""-122.804179"" id=""map""></div>]",$206000,/ 1br - 791ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.233152"" data-longitude=""-123.024001"" id=""map""></div>]",$249000,/ 1br - 454ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.233096"" data-longitude=""-123.023915"" id=""map""></div>]",$599000,/ 2br - 931ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.016085"" data-longitude=""-122.586278"" id=""map""></div>]",$1348990,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.226237"" data-longitude=""-122.675287"" id=""map""></div>]",$239900,/ 2br - 813ft
[],$299900,/ 3br - 1444ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.221895"" data-longitude=""-122.621291"" id=""map""></div>]",$267900,/ 3br - 1449ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.224590"" data-longitude=""-122.607946"" id=""map""></div>]",$499900,/ 5br - 2252ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.228195"" data-longitude=""-122.586860"" id=""map""></div>]",$269900,/ 3br - 1391ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.199164"" data-longitude=""-122.531372"" id=""map""></div>]",$659900,/ 5br - 3615ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.169920"" data-longitude=""-122.857361"" id=""map""></div>]",$539000,/ 6br - 7400ft
[],$548000,/ 1br - 797ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.048521"" data-longitude=""-122.254440"" id=""map""></div>]",$474900,/ 4br - 2380ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.176696"" data-longitude=""-121.969466"" id=""map""></div>]",$329700,/ 6br - 2008ft
[],$89700,/ 2br - 1265ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""48.939599"" data-longitude=""-122.783632"" id=""map""></div>]",$227500,/ 3br - 1463ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.205649"" data-longitude=""-123.131263"" id=""map""></div>]",$260000,/ 1br - 661ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.195491"" data-longitude=""-122.806291"" id=""map""></div>]",$219000,/ 2br - 1233ft
[],$495000,/ 4br - 3200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.233278"" data-longitude=""-123.013573"" id=""map""></div>]",$338000,/ 2br - 942ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.233264"" data-longitude=""-123.013594"" id=""map""></div>]",$333000,/ 2br - 942ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.233264"" data-longitude=""-123.008938"" id=""map""></div>]",$338000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.330593"" data-longitude=""-123.161682"" id=""map""></div>]",$299000,/ 1br - 625ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.196267"" data-longitude=""-122.534673"" id=""map""></div>]",$529000,/ 4br - 2510ft
[],$239880,/ 2br - 1161ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.043393"" data-longitude=""-122.604000"" id=""map""></div>]",$1328000,/ 4br - 4332ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.146265"" data-longitude=""-122.599395"" id=""map""></div>]",$844500,/ 4br - 3203ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.337560"" data-longitude=""-123.103652"" id=""map""></div>]",$1849900,/ 4br - 2525ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.281582"" data-longitude=""-122.753588"" id=""map""></div>]",$339900,/ 2br - 791ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.273829"" data-longitude=""-123.127512"" id=""map""></div>]",$439900,/ 1br - 638ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.208710"" data-longitude=""-122.594326"" id=""map""></div>]",$349900,/ 2br - 1492ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.228548"" data-longitude=""-122.590700"" id=""map""></div>]",$549900,/ 5br - 2656ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.239362"" data-longitude=""-122.568374"" id=""map""></div>]",$389900,/ 3br - 1985ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.126537"" data-longitude=""-122.914702"" id=""map""></div>]",$920000,/ 3br - 2576ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.129462"" data-longitude=""-122.911138"" id=""map""></div>]",$798000,/ 3br - 2879ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.126410"" data-longitude=""-122.914395"" id=""map""></div>]",$998885,/ 3br - 1957ft
[],$499000,/ 3br - 2650ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.204813"" data-longitude=""-122.907486"" id=""map""></div>]",$425000,/ 2br - 1155ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.198973"" data-longitude=""-122.917708"" id=""map""></div>]",$459900,/ 3br - 1360ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.184572"" data-longitude=""-122.796276"" id=""map""></div>]",$309900,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.282530"" data-longitude=""-122.825943"" id=""map""></div>]",$344900,/ 2br - 931ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.138639"" data-longitude=""-122.288926"" id=""map""></div>]",$449999,N/A
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.140255"" data-longitude=""-122.337714"" id=""map""></div>]",$426000,/ 6br - 2400ft
[],$229700,/ 2br - 997ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.235035"" data-longitude=""-122.638743"" id=""map""></div>]",$1099900,N/A
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.137430"" data-longitude=""-123.158964"" id=""map""></div>]",$1599800,/ 5br - 2337ft
[],$219800,/ 2br - 1015ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.189693"" data-longitude=""-122.841726"" id=""map""></div>]",$269000,/ 3br - 1930ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.031032"" data-longitude=""-122.792877"" id=""map""></div>]",$389000,/ 2br - 1334ft
[],$319888,/ 3br -
[],$218500,/ 2br - 1096ft
[],$498888,/ 2br - 1236ft
[],$49999,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.170032"" data-longitude=""-122.836979"" id=""map""></div>]",$1098800,/ 8br - 7348ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.166087"" data-longitude=""-122.712307"" id=""map""></div>]",$1795000,/ 4br - 225000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.314117"" data-longitude=""-123.076041"" id=""map""></div>]",$175000,/ 1br - 743ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.196569"" data-longitude=""-122.838306"" id=""map""></div>]",$149000,/ 1br - 713ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.260103"" data-longitude=""-123.212094"" id=""map""></div>]",$3580000,/ 4br - 2882ft
