lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.282980"" data-longitude=""-123.137298"" id=""map""></div>]",$2200,/ 1br - 650ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.187552"" data-longitude=""-122.855859"" id=""map""></div>]",$1695,/ 1br - 844ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.241544"" data-longitude=""-123.072187"" id=""map""></div>]",$2000,/ 3br - 1200ft
[],$1650,/ 3br - 1200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.274609"" data-longitude=""-123.056059"" id=""map""></div>]",$3000,/ 4br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.232008"" data-longitude=""-123.046054"" id=""map""></div>]",$1380,/ 700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.319863"" data-longitude=""-123.001964"" id=""map""></div>]",$1450,/ 2br - 1100ft
[],$1200,/ 2br - 1100ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.264220"" data-longitude=""-123.179827"" id=""map""></div>]",$1500,/ 1br - 900ft
[],$3000,/ 3br - 1875ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276542"" data-longitude=""-123.119099"" id=""map""></div>]",$1670,/ 1br - 500ft
[],$1300,/ 3br -
[],$1200,/ 1br - 600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.316226"" data-longitude=""-123.075156"" id=""map""></div>]",$1300,/ 1br - 725ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.170174"" data-longitude=""-122.793142"" id=""map""></div>]",$1000,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.283974"" data-longitude=""-123.127835"" id=""map""></div>]",$1400,/ 1br - 525ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276317"" data-longitude=""-123.121891"" id=""map""></div>]",$2200,/ 1br - 627ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.278762"" data-longitude=""-123.107640"" id=""map""></div>]",$3750,/ 2br - 1027ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.275920"" data-longitude=""-123.118127"" id=""map""></div>]",$2900,/ 2br - 750ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276605"" data-longitude=""-123.086949"" id=""map""></div>]",$2650,/ 2br - 850ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.285493"" data-longitude=""-123.123932"" id=""map""></div>]",$5750,/ 2br - 1500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.277982"" data-longitude=""-123.121081"" id=""map""></div>]",$3750,/ 2br -
[],$4250,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276149"" data-longitude=""-123.122191"" id=""map""></div>]",$4395,/ 2br - 1300ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.277408"" data-longitude=""-123.121953"" id=""map""></div>]",$3750,/ 2br - 880ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.275456"" data-longitude=""-123.125206"" id=""map""></div>]",$4500,/ 2br - 800ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.274236"" data-longitude=""-123.124583"" id=""map""></div>]",$4595,/ 3br - 1159ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.287249"" data-longitude=""-123.122728"" id=""map""></div>]",$5500,/ 3br - 1300ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.277496"" data-longitude=""-123.120069"" id=""map""></div>]",$2495,/ 1br - 600ft
