lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.018564"" data-longitude=""-122.790950"" id=""map""></div>]",$2188000,/ 5br - 4461ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.209775"" data-longitude=""-119.831219"" id=""map""></div>]",$799000,/ 4br - 2242ft
[],$699000,/ 3br -
[],$48900,N/A
[],$1225000,/ 5br -
[],$499000,/ 3br - 1100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.102538"" data-longitude=""-122.674429"" id=""map""></div>]",$202900,/ 1br - 843ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.229947"" data-longitude=""-122.692014"" id=""map""></div>]",$248800,/ 2br - 949ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.044848"" data-longitude=""-122.833880"" id=""map""></div>]",$1078000,/ 4br - 2311ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.032608"" data-longitude=""-122.850421"" id=""map""></div>]",$1188888,/ 3br - 1845ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.286908"" data-longitude=""-123.139117"" id=""map""></div>]",$480000,/ 1br - 765ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.190006"" data-longitude=""-122.823350"" id=""map""></div>]",$164900,/ 2br - 740ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""50.000246"" data-longitude=""-125.253760"" id=""map""></div>]",$129000,/ 3br - 1200ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.258938"" data-longitude=""-123.186492"" id=""map""></div>]",$2875000,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.396675"" data-longitude=""-122.579956"" id=""map""></div>]",$679000,/ 2br - 1200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.123938"" data-longitude=""-122.889547"" id=""map""></div>]",$274900,/ 2br - 800ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.625946"" data-longitude=""-123.201520"" id=""map""></div>]",$739900,/ 3br - 1850ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.259481"" data-longitude=""-122.785134"" id=""map""></div>]",$149900,/ 3br - 1092ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.113490"" data-longitude=""-122.813809"" id=""map""></div>]",$850880,/ 8br - 4005ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.121324"" data-longitude=""-122.885906"" id=""map""></div>]",$669880,/ 3br - 2196ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.278667"" data-longitude=""-123.130037"" id=""map""></div>]",$479000,/ 2br - 821ft
[],$1100000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.105975"" data-longitude=""-122.667804"" id=""map""></div>]",$169000,/ 2br - 940ft
[],$18500,/ 1br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.260006"" data-longitude=""-122.905803"" id=""map""></div>]",$299900,/ 3br - 1045ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""48.819496"" data-longitude=""-123.243814"" id=""map""></div>]",$498000,N/A
[],$515000,/ 5br -
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.135592"" data-longitude=""-122.805777"" id=""map""></div>]",$749000,/ 4br - 2303ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.224089"" data-longitude=""-122.940904"" id=""map""></div>]",$189000,/ 420ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.022219"" data-longitude=""-122.808647"" id=""map""></div>]",$769000,/ 2br - 1580ft
[],$175000,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.189586"" data-longitude=""-123.101503"" id=""map""></div>]",$1350000,/ 7br - 4200ft
[],$209900,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.300272"" data-longitude=""-122.755852"" id=""map""></div>]",$3588888,/ 6br - 4588ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""50.085749"" data-longitude=""-123.028573"" id=""map""></div>]",$339000,/ 1br - 650ft
[],$3800000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276781"" data-longitude=""-122.768963"" id=""map""></div>]",$1198888,/ 7br - 4878ft
[],$420000,/ 3br - 1600ft
[],$179900,/ 1br - 600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.185041"" data-longitude=""-122.811527"" id=""map""></div>]",$299900,/ 1br - 1147ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.110877"" data-longitude=""-122.730503"" id=""map""></div>]",$214900,/ 2br - 1144ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.193877"" data-longitude=""-122.851353"" id=""map""></div>]",$199900,/ 2br - 732ft
[],$1048000,/ 8br - 3214ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.140839"" data-longitude=""-123.135646"" id=""map""></div>]",$153000,/ 3br - 1082ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.255538"" data-longitude=""-123.233471"" id=""map""></div>]",$1250000,/ 2br - 1611ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""48.850258"" data-longitude=""-117.613449"" id=""map""></div>]",$320000,/ 3br - 1750ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.289956"" data-longitude=""-123.040784"" id=""map""></div>]",$365000,N/A
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.220933"" data-longitude=""-123.021910"" id=""map""></div>]",$1050000,/ 4br - 1900ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.177083"" data-longitude=""-122.906369"" id=""map""></div>]",$749000,/ 3br - 2300ft
[],$225000,/ 3br - 1014ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.273643"" data-longitude=""-123.124337"" id=""map""></div>]",$749000,/ 2br - 1050ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.160665"" data-longitude=""-123.143660"" id=""map""></div>]",$190000,/ 1br - 700ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.284008"" data-longitude=""-123.057328"" id=""map""></div>]",$338800,/ 1br - 629ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.220482"" data-longitude=""-122.645215"" id=""map""></div>]",$389900,/ 5br - 2309ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.234588"" data-longitude=""-123.067549"" id=""map""></div>]",$998888,/ 3br - 3370ft
[],$180000,/ 1br -
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.224520"" data-longitude=""-122.547340"" id=""map""></div>]",$200000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.159676"" data-longitude=""-122.798199"" id=""map""></div>]",$598888,/ 5br - 2004ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.144005"" data-longitude=""-122.886093"" id=""map""></div>]",$749000,/ 6br - 2900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.144005"" data-longitude=""-122.886093"" id=""map""></div>]",$759000,/ 6br - 2900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.253408"" data-longitude=""-122.898276"" id=""map""></div>]",$349000,/ 1br - 698ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.330590"" data-longitude=""-123.154593"" id=""map""></div>]",$311600,/ 1br - 820ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.207515"" data-longitude=""-123.031927"" id=""map""></div>]",$539900,/ 2br - 1466ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.230714"" data-longitude=""-122.994862"" id=""map""></div>]",$628800,/ 2br - 833ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.045228"" data-longitude=""-122.345070"" id=""map""></div>]",$145000,/ 2br - 935ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.116509"" data-longitude=""-122.887439"" id=""map""></div>]",$270000,/ 2br - 1075ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""48.899935"" data-longitude=""-123.343184"" id=""map""></div>]",$599999,N/A
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.016569"" data-longitude=""-122.777921"" id=""map""></div>]",$264900,/ 2br - 975ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.033141"" data-longitude=""-122.796743"" id=""map""></div>]",$299900,/ 2br - 1250ft
[],$638000,/ 4br - 2098ft
[],$1225000,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.160797"" data-longitude=""-122.632860"" id=""map""></div>]",$467000,/ 3br - 1581ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.277671"" data-longitude=""-123.099158"" id=""map""></div>]",$375000,/ 1br - 630ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.188169"" data-longitude=""-121.931400"" id=""map""></div>]",$341900,/ 3br - 1939ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.134048"" data-longitude=""-122.870321"" id=""map""></div>]",$149900,/ 1br - 692ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.178543"" data-longitude=""-122.888854"" id=""map""></div>]",$148000,/ 1br - 760ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.182144"" data-longitude=""-122.874088"" id=""map""></div>]",$589900,/ 5br - 2168ft
[],$268800,/ 2br - 1036ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.477717"" data-longitude=""-123.346242"" id=""map""></div>]",$429000,/ 4br - 2000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.148956"" data-longitude=""-123.180728"" id=""map""></div>]",$253800,/ 2br - 1023ft
[],$168800,/ 1br - 640ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.470383"" data-longitude=""-123.785105"" id=""map""></div>]",$398000,/ 4br - 1900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.499838"" data-longitude=""-123.775138"" id=""map""></div>]",$599900,/ 4br - 3300ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.499838"" data-longitude=""-123.775138"" id=""map""></div>]",$599900,/ 4br - 3300ft
[],$1098000,/ 7br - 5397ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.058008"" data-longitude=""-122.455673"" id=""map""></div>]",$519000,/ 5br - 2713ft
[],$549000,/ 3br - 1600ft
[],$625000,/ 3br - 1446ft
[],$698000,/ 2br - 939ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.180413"" data-longitude=""-122.837791"" id=""map""></div>]",$219000,/ 1br - 725ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""48.615462"" data-longitude=""-123.404329"" id=""map""></div>]",$1250000,/ 6br - 4000ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.241137"" data-longitude=""-123.057588"" id=""map""></div>]",$335000,/ 1br - 527ft
[],$888800,/ 6br - 5100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.245669"" data-longitude=""-122.894397"" id=""map""></div>]",$314900,/ 2br - 1217ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.205850"" data-longitude=""-122.529659"" id=""map""></div>]",$925000,/ 3br - 2400ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.180553"" data-longitude=""-123.121462"" id=""map""></div>]",$472000,/ 2br - 830ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.264304"" data-longitude=""-123.012071"" id=""map""></div>]",$469000,/ 2br - 908ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.238280"" data-longitude=""-122.827792"" id=""map""></div>]",$4999000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.023152"" data-longitude=""-122.807879"" id=""map""></div>]",$569000,/ 2br - 1039ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.657961"" data-longitude=""-124.116497"" id=""map""></div>]",$89000,/ 100000ft
