lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.199038"" data-longitude=""-122.851475"" id=""map""></div>]",$278000,/ 2br - 999ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.235534"" data-longitude=""-122.869034"" id=""map""></div>]",$498998,/ 3br - 1736ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.214679"" data-longitude=""-122.600168"" id=""map""></div>]",$85000,/ 1br - 635ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.296539"" data-longitude=""-122.802498"" id=""map""></div>]",$299900,/ 2br - 908ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.411532"" data-longitude=""-122.525282"" id=""map""></div>]",$675000,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.157529"" data-longitude=""-123.128495"" id=""map""></div>]",$229000,/ 1br - 700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.344410"" data-longitude=""-123.119442"" id=""map""></div>]",$32988000,/ 5br - 5629ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.307497"" data-longitude=""-122.828936"" id=""map""></div>]",$1408000,/ 4br - 4096ft
[],$3800000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.266047"" data-longitude=""-122.778364"" id=""map""></div>]",$498888,/ 2br - 945ft
[],$209900,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.260501"" data-longitude=""-123.136075"" id=""map""></div>]",$250000,/ 1br - 500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.306601"" data-longitude=""-122.831190"" id=""map""></div>]",$988000,/ 3br - 3512ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.295454"" data-longitude=""-122.838228"" id=""map""></div>]",$599000,/ 2br - 1433ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.104753"" data-longitude=""-122.800884"" id=""map""></div>]",$599999,/ 2br - 1443ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.279130"" data-longitude=""-122.907125"" id=""map""></div>]",$424800,/ 2br - 1094ft
[],$180000,/ 1br - 900ft
[],$310000,/ 1277ft
[],$799000,/ 3br - 1008ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.035420"" data-longitude=""-122.775865"" id=""map""></div>]",$29000,/ 3br - 980ft
[],$399000,N/A
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.234092"" data-longitude=""-123.012872"" id=""map""></div>]",$328000,/ 760ft
[],$345000,/ 4br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.250922"" data-longitude=""-122.773217"" id=""map""></div>]",$838888,/ 5br - 3991ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.157374"" data-longitude=""-123.143798"" id=""map""></div>]",$519900,/ 3br - 1320ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.020819"" data-longitude=""-122.789993"" id=""map""></div>]",$2299000,/ 4br - 3524ft
[],$587000,/ 4br - 2617ft
[],$690000,/ 3br - 1673ft
[],$508400,/ 2br - 908ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.280366"" data-longitude=""-122.975539"" id=""map""></div>]",$975000,/ 4br - 1990ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.148177"" data-longitude=""-123.137356"" id=""map""></div>]",$279900,/ 2br - 985ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.144293"" data-longitude=""-122.876149"" id=""map""></div>]",$455000,/ 3br - 1455ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""50.975822"" data-longitude=""-118.185490"" id=""map""></div>]",$2750000,/ 8br - 7700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.150898"" data-longitude=""-122.819482"" id=""map""></div>]",$779000,/ 8br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.158195"" data-longitude=""-122.818092"" id=""map""></div>]",$599000,/ 4br -
[],$169900,/ 2br - 1000ft
[],$289000,/ 1br - 655ft
[],$294900,/ 2br - 1054ft
[],$212900,/ 2br - 860ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.155431"" data-longitude=""-122.846383"" id=""map""></div>]",$225000,/ 2br - 1245ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.201272"" data-longitude=""-122.661329"" id=""map""></div>]",$499900,/ 3br - 1800ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.180821"" data-longitude=""-122.874605"" id=""map""></div>]",$1199999,/ 7br - 9033ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.234811"" data-longitude=""-123.039293"" id=""map""></div>]",$799000,/ 7br - 1960ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.180542"" data-longitude=""-122.650976"" id=""map""></div>]",$739900,/ 4br - 2716ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.275206"" data-longitude=""-122.947926"" id=""map""></div>]",$1388000,/ 4br - 3500ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.208327"" data-longitude=""-122.904249"" id=""map""></div>]",$195000,/ 1br - 700ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.148661"" data-longitude=""-122.887733"" id=""map""></div>]",$200000,/ 3br - 1184ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.016594"" data-longitude=""-122.702265"" id=""map""></div>]",$14000,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.161249"" data-longitude=""-122.852983"" id=""map""></div>]",$600000,/ 5br - 2400ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.016594"" data-longitude=""-122.702265"" id=""map""></div>]",$18000,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.256539"" data-longitude=""-123.026537"" id=""map""></div>]",$1699000,/ 7264ft
