lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.104453"" data-longitude=""-122.678504"" id=""map""></div>]",$1200,/ 2br - 875ft
[],$700,/ 1br -
[],$1150,/ 1br -
[],$1000,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.278333"" data-longitude=""-123.010190"" id=""map""></div>]",$2300,/ 3br - 1550ft
[],$700,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.280152"" data-longitude=""-122.743506"" id=""map""></div>]",$1300,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.280152"" data-longitude=""-122.743506"" id=""map""></div>]",$1300,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.126887"" data-longitude=""-122.702007"" id=""map""></div>]",$1350,/ 2br - 840ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.351011"" data-longitude=""-123.107686"" id=""map""></div>]",$1600,/ 1br - 450ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.277026"" data-longitude=""-123.130229"" id=""map""></div>]",$1695,/ 690ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.126775"" data-longitude=""-122.701879"" id=""map""></div>]",$1350,/ 2br - 840ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.184813"" data-longitude=""-122.899781"" id=""map""></div>]",$675,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.334016"" data-longitude=""-123.053570"" id=""map""></div>]",$1600,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.246086"" data-longitude=""-123.015388"" id=""map""></div>]",$1350,/ 2br - 748ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.278056"" data-longitude=""-123.131716"" id=""map""></div>]",$2500,/ 2br - 913ft
[],$800,/ 2br - 913ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.337358"" data-longitude=""-123.157296"" id=""map""></div>]",$1500,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.235666"" data-longitude=""-123.171917"" id=""map""></div>]",$4200,/ 4br - 2700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.206224"" data-longitude=""-122.907389"" id=""map""></div>]",$975,/ 4br - 2700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.238606"" data-longitude=""-122.836678"" id=""map""></div>]",$1900,/ 3br - 1200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.241678"" data-longitude=""-122.563553"" id=""map""></div>]",$1550,/ 3br - 1500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.279229"" data-longitude=""-123.117599"" id=""map""></div>]",$1900,/ 1br - 533ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.048216"" data-longitude=""-122.298517"" id=""map""></div>]",$800,/ 1br -
[],$850,/ 2br - 1100ft
[],$1399,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.095691"" data-longitude=""-122.623320"" id=""map""></div>]",$950,/ 2br -
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.204084"" data-longitude=""-122.951603"" id=""map""></div>]",$700,/ 400ft
[],$1150,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.279621"" data-longitude=""-123.100433"" id=""map""></div>]",$2000,/ 1br -
[],$925,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.208402"" data-longitude=""-123.125582"" id=""map""></div>]",$1600,/ 2br - 1200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.286423"" data-longitude=""-122.757325"" id=""map""></div>]",$1150,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.091827"" data-longitude=""-122.653577"" id=""map""></div>]",$750,/ 1br - 400ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.186428"" data-longitude=""-122.889449"" id=""map""></div>]",$750,/ 1br - 400ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.280417"" data-longitude=""-123.114578"" id=""map""></div>]",$500,/ 1br -
[],$2500,/ 4br -
[],$1250,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.207079"" data-longitude=""-122.845245"" id=""map""></div>]",$1685,/ 4br - 2000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.207079"" data-longitude=""-122.845245"" id=""map""></div>]",$1685,/ 4br - 2000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.166126"" data-longitude=""-123.141242"" id=""map""></div>]",$2000,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.160912"" data-longitude=""-122.794793"" id=""map""></div>]",$500,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.273349"" data-longitude=""-123.119316"" id=""map""></div>]",$2200,/ 2br - 560ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.292179"" data-longitude=""-122.796635"" id=""map""></div>]",$2250,/ 4br - 2100ft
[],$3500,/ 4br - 3500ft
[],$900,/ 2br - 1000ft
[],$800,/ 1br -
[],$680,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.272747"" data-longitude=""-123.008494"" id=""map""></div>]",$1200,/ 1br - 700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.286800"" data-longitude=""-123.125756"" id=""map""></div>]",$2750,/ 2br - 775ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.211365"" data-longitude=""-122.922378"" id=""map""></div>]",$895,/ 1br - 750ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.233545"" data-longitude=""-123.098330"" id=""map""></div>]",$1800,/ 3br - 1100ft
[],$800,/ 3br - 1100ft
[],$900,/ 3br - 1100ft
[],$2580,/ 2br - 1200ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.257990"" data-longitude=""-123.137690"" id=""map""></div>]",$2800,/ 2br - 1508ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.252008"" data-longitude=""-123.094361"" id=""map""></div>]",$2300,/ 3br - 1200ft
[],$2500,/ 3br - 2000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.270801"" data-longitude=""-123.155923"" id=""map""></div>]",$2600,/ 2br -
[],$1000,/ 490ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.223854"" data-longitude=""-123.102827"" id=""map""></div>]",$2500,/ 3br -
[],$1450,/ 2br -
[],$2000,/ 3br - 1800ft
[],$2300,/ 4br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.006078"" data-longitude=""-122.749429"" id=""map""></div>]",$1950,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.184600"" data-longitude=""-123.136064"" id=""map""></div>]",$2500,/ 3br - 1150ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.184466"" data-longitude=""-123.136139"" id=""map""></div>]",$2500,/ 2br - 1150ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.178841"" data-longitude=""-122.867851"" id=""map""></div>]",$1175,/ 1500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.225551"" data-longitude=""-123.008238"" id=""map""></div>]",$885,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.243604"" data-longitude=""-123.092880"" id=""map""></div>]",$1375,/ 1br -
[],$980,/ 2br - 700ft
[],$885,/ 1br - 750ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.274670"" data-longitude=""-123.118240"" id=""map""></div>]",$1600,/ 412ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.004465"" data-longitude=""-123.073105"" id=""map""></div>]",$4000,/ 4br - 2000ft
[],$650,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.159888"" data-longitude=""-122.767677"" id=""map""></div>]",$3500,/ 3br - 3000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.242725"" data-longitude=""-123.127701"" id=""map""></div>]",$3600,/ 5br - 2300ft
[],$1000,/ 2br - 620ft
[],$2250,/ 4br - 2400ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.207676"" data-longitude=""-122.962481"" id=""map""></div>]",$1650,/ 2br - 789ft
[],$1500,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.278854"" data-longitude=""-123.119800"" id=""map""></div>]",$8500,/ 3br - 1517ft
[],$1300,/ 1br - 551ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.035296"" data-longitude=""-122.757099"" id=""map""></div>]",$1295,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.273531"" data-longitude=""-123.147855"" id=""map""></div>]",$2000,/ 1br - 500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.262344"" data-longitude=""-122.892551"" id=""map""></div>]",$925,/ 1br - 620ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.064882"" data-longitude=""-122.813151"" id=""map""></div>]",$1200,/ 2br - 1100ft
[],$1450,/ 2br - 1100ft
[],$2950,/ 4br - 2200ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.172759"" data-longitude=""-122.721644"" id=""map""></div>]",$700,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.242147"" data-longitude=""-123.099918"" id=""map""></div>]",$3800,/ 4br - 1800ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.242273"" data-longitude=""-123.100562"" id=""map""></div>]",$5000,/ 6br - 2400ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.010412"" data-longitude=""-123.068634"" id=""map""></div>]",$2200,/ 4br - 2231ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.273560"" data-longitude=""-123.148816"" id=""map""></div>]",$5500,/ 2br - 1210ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.166521"" data-longitude=""-123.131108"" id=""map""></div>]",$1300,/ 1br - 605ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.256432"" data-longitude=""-123.091805"" id=""map""></div>]",$3400,/ 2br - 1700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.241407"" data-longitude=""-123.080151"" id=""map""></div>]",$1500,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.276432"" data-longitude=""-123.121515"" id=""map""></div>]",$2700,/ 1br - 780ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.274623"" data-longitude=""-122.877853"" id=""map""></div>]",$1980,/ 5br - 1804ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.289969"" data-longitude=""-123.127100"" id=""map""></div>]",$7500,/ 3br - 2200ft
