lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.171070"" data-longitude=""-122.977588"" id=""map""></div>]",$1100,/ 1br - 600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.295688"" data-longitude=""-122.763977"" id=""map""></div>]",$1200,/ 2br - 1300ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.274950"" data-longitude=""-123.075331"" id=""map""></div>]",$2700,/ 3br - 2000ft
[],$800,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.190539"" data-longitude=""-122.742047"" id=""map""></div>]",$950,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.057798"" data-longitude=""-122.837338"" id=""map""></div>]",$2300,/ 3br - 2250ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.115540"" data-longitude=""-122.820067"" id=""map""></div>]",$750,/ 2br -
[],$2200,/ 4br - 2200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.161951"" data-longitude=""-123.136365"" id=""map""></div>]",$845,/ 1br - 900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.322954"" data-longitude=""-123.090992"" id=""map""></div>]",$3700,/ 4br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.144736"" data-longitude=""-123.156539"" id=""map""></div>]",$2900,/ 5br - 2338ft
[],$750,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.277171"" data-longitude=""-123.129669"" id=""map""></div>]",$2000,/ 1br - 474ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.280097"" data-longitude=""-122.996871"" id=""map""></div>]",$1400,/ 2br -
[],$4500,/ 5br -
[],$900,/ 2br -
[],$800,/ 2br -
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.176570"" data-longitude=""-122.801270"" id=""map""></div>]",$1850,/ 4br - 1419ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.205485"" data-longitude=""-122.930108"" id=""map""></div>]",$1200,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.220200"" data-longitude=""-122.960995"" id=""map""></div>]",$1200,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.220200"" data-longitude=""-122.960995"" id=""map""></div>]",$1200,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.147005"" data-longitude=""-122.909632"" id=""map""></div>]",$2100,/ 5br - 2000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.166904"" data-longitude=""-122.910790"" id=""map""></div>]",$2200,/ 4br - 2200ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.342517"" data-longitude=""-123.037562"" id=""map""></div>]",$2900,/ 4br - 1500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.164462"" data-longitude=""-122.787108"" id=""map""></div>]",$1550,/ 3br - 1463ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.196267"" data-longitude=""-122.534673"" id=""map""></div>]",$1100,/ 2br - 1000ft
[],$1600,/ 2br - 920ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.257582"" data-longitude=""-123.056703"" id=""map""></div>]",$1150,/ 2br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.178393"" data-longitude=""-123.108909"" id=""map""></div>]",$2100,/ 3br - 1200ft
[],$1800,/ 4br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.304385"" data-longitude=""-122.737287"" id=""map""></div>]",$1600,/ 2br - 920ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.218218"" data-longitude=""-123.083216"" id=""map""></div>]",$700,/ 2br - 920ft
[],$700,/ 2br - 920ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.284879"" data-longitude=""-122.988889"" id=""map""></div>]",$3600,/ 3br - 2800ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.218218"" data-longitude=""-123.083216"" id=""map""></div>]",$700,/ 3br - 2800ft
[],$1195,/ 3br - 2800ft
[],$1875,/ 3br - 1125ft
[],$550,/ 1br - 200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.172978"" data-longitude=""-122.848692"" id=""map""></div>]",$600,/ 1br -
[],$1500,/ 1br - 605ft
[],$995,/ 2br -
[],$825,/ 1br - 800ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.223539"" data-longitude=""-122.612228"" id=""map""></div>]",$1800,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.265284"" data-longitude=""-123.092752"" id=""map""></div>]",$1450,/ 1br - 633ft
[],$1400,/ 1br -
[],$1350,/ 1050ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""0.001837"" data-longitude=""-0.000601"" id=""map""></div>]",$1250,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.269078"" data-longitude=""-123.115290"" id=""map""></div>]",$2250,/ 1br - 710ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.264295"" data-longitude=""-123.157411"" id=""map""></div>]",$1395,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.194307"" data-longitude=""-122.798174"" id=""map""></div>]",$1325,/ 2br - 1350ft
[],$1195,/ 1br - 650ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.262890"" data-longitude=""-123.214803"" id=""map""></div>]",$1680,/ 1br - 500ft
[],$850,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.205346"" data-longitude=""-122.948141"" id=""map""></div>]",$875,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.274497"" data-longitude=""-123.147941"" id=""map""></div>]",$4000,/ 2br -
[],$1800,/ 5br -
[],$4200,/ 6br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.269974"" data-longitude=""-123.157444"" id=""map""></div>]",$1450,/ 1br - 650ft
[],$2800,/ 1br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.250605"" data-longitude=""-122.862192"" id=""map""></div>]",$450,/ 1br -
[],$1900,/ 1br - 760ft
[],$650,/ 1br -
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.264696"" data-longitude=""-123.137298"" id=""map""></div>]",$600,/ 1br - 350ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.135101"" data-longitude=""-122.901285"" id=""map""></div>]",$2100,/ 4br - 1700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.342298"" data-longitude=""-123.182458"" id=""map""></div>]",$1600,/ 1br - 850ft
[],$2300,/ 3br -
[],$1400,/ 3br - 1300ft
[],$1250,/ 1br - 725ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.225088"" data-longitude=""-123.003513"" id=""map""></div>]",$2300,/ 2br - 751ft
[],$3000,/ 2br - 700ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.213867"" data-longitude=""-123.086278"" id=""map""></div>]",$2450,/ 3br - 1700ft
[],$1350,/ 1br - 750ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.162596"" data-longitude=""-122.834744"" id=""map""></div>]",$1750,/ 4br - 2100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.212972"" data-longitude=""-122.988424"" id=""map""></div>]",$1400,/ 1br - 610ft
[],$880,/ 1br - 750ft
[],$700,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.257358"" data-longitude=""-123.020396"" id=""map""></div>]",$1200,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.162957"" data-longitude=""-123.114030"" id=""map""></div>]",$1195,/ 3br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.146210"" data-longitude=""-123.123859"" id=""map""></div>]",$1700,/ 3br - 1395ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.246959"" data-longitude=""-123.028549"" id=""map""></div>]",$1750,/ 3br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.279768"" data-longitude=""-123.108394"" id=""map""></div>]",$2850,/ 2br - 950ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.262148"" data-longitude=""-122.892637"" id=""map""></div>]",$925,/ 1br - 620ft
[],$1610,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.223688"" data-longitude=""-122.917048"" id=""map""></div>]",$875,/ 1br - 570ft
[],$1850,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.230002"" data-longitude=""-123.128442"" id=""map""></div>]",$2800,/ 3br - 1200ft
[],$850,/ 2br - 900ft
[],$600,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.206495"" data-longitude=""-123.133736"" id=""map""></div>]",$1075,/ 1br - 600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.206899"" data-longitude=""-122.901055"" id=""map""></div>]",$1600,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.231499"" data-longitude=""-123.142877"" id=""map""></div>]",$1280,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.235666"" data-longitude=""-123.171917"" id=""map""></div>]",$4200,/ 4br - 2700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.284220"" data-longitude=""-123.112875"" id=""map""></div>]",$1850,/ 1br - 546ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.284750"" data-longitude=""-123.010748"" id=""map""></div>]",$1000,/ 1br - 450ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.133893"" data-longitude=""-123.095927"" id=""map""></div>]",$2300,/ 4br - 1500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.278762"" data-longitude=""-123.107640"" id=""map""></div>]",$2400,/ 2br - 900ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.238867"" data-longitude=""-122.767528"" id=""map""></div>]",$1850,/ 3br - 1300ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.275986"" data-longitude=""-123.125348"" id=""map""></div>]",$2050,/ 1br - 825ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.014952"" data-longitude=""-123.082719"" id=""map""></div>]",$3000,/ 5br - 3051ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.346323"" data-longitude=""-123.259728"" id=""map""></div>]",$6500,/ 4br - 3902ft
