lat-lng,price,number of rooms
[],$1250000,/ 6br - 3727ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.256244"" data-longitude=""-122.840904"" id=""map""></div>]",$988800,/ 2br - 1550ft
[],$1599000,N/A
[],$399000,N/A
[],$415000,N/A
[],$1090000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.176372"" data-longitude=""-122.637757"" id=""map""></div>]",$599900,/ 4br - 2590ft
[],$447000,N/A
[],$488000,N/A
[],$295000,/ 4br - 3800ft
[],$488000,N/A
[],$329000,/ 1br - 589ft
[],$65000,N/A
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.490626"" data-longitude=""-117.586884"" id=""map""></div>]",$665000,/ 4br - 4000ft
[],$928000,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.009404"" data-longitude=""-122.737153"" id=""map""></div>]",$299900,/ 2br - 780ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.009404"" data-longitude=""-122.737153"" id=""map""></div>]",$299900,/ 2br - 780ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.263245"" data-longitude=""-123.081952"" id=""map""></div>]",$348000,/ 1br - 642ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""51.200142"" data-longitude=""-120.107764"" id=""map""></div>]",$498000,/ 6br - 3150ft
[],$379000,/ 3br - 1270ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.236725"" data-longitude=""-123.024856"" id=""map""></div>]",$299000,/ 2br - 811ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.134776"" data-longitude=""-122.860815"" id=""map""></div>]",$537000,/ 3br - 1332ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.107168"" data-longitude=""-122.718259"" id=""map""></div>]",$525000,/ 2br -
[],$325000,/ 7000ft
[],$25000,/ 1br - 3700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.263419"" data-longitude=""-122.790091"" id=""map""></div>]",$610000,/ 4br - 2294ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.192362"" data-longitude=""-122.924137"" id=""map""></div>]",$408800,/ 1062ft
[],$249000,/ 2br - 1332ft
[],$249888,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.184882"" data-longitude=""-122.845352"" id=""map""></div>]",$19500,/ 2br - 1100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.056995"" data-longitude=""-122.810497"" id=""map""></div>]",$269000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.009404"" data-longitude=""-122.737151"" id=""map""></div>]",$169000,/ 1br - 440ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.200184"" data-longitude=""-122.854889"" id=""map""></div>]",$257000,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.200184"" data-longitude=""-122.854889"" id=""map""></div>]",$257000,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.119409"" data-longitude=""-122.689947"" id=""map""></div>]",$349900,/ 3br - 2050ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.040090"" data-longitude=""-122.248843"" id=""map""></div>]",$519000,/ 4br - 1842ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.169766"" data-longitude=""-121.942534"" id=""map""></div>]",$179900,/ 2br - 1240ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.166126"" data-longitude=""-123.141242"" id=""map""></div>]",$520000,/ 2br - 843ft
[],$1599000,/ 7br - 2880ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.219251"" data-longitude=""-122.689251"" id=""map""></div>]",$188800,/ 535ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.160262"" data-longitude=""-122.314511"" id=""map""></div>]",$475000,/ 6br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.167633"" data-longitude=""-122.908001"" id=""map""></div>]",$675000,/ 6br - 3235ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.164196"" data-longitude=""-122.813705"" id=""map""></div>]",$679000,/ 5br - 2667ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.137732"" data-longitude=""-122.838821"" id=""map""></div>]",$199900,/ 2br - 1026ft
[],$350000,/ 3br - 2100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.258500"" data-longitude=""-122.738228"" id=""map""></div>]",$415000,/ 2br - 1182ft
