lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.344500"" data-longitude=""-123.048415"" id=""map""></div>]",$4900,/ 5br - 2816ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.344500"" data-longitude=""-123.048415"" id=""map""></div>]",$1280,/ 1br - 714ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.344500"" data-longitude=""-123.048415"" id=""map""></div>]",$3850,/ 4br - 2116ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.193652"" data-longitude=""-122.855644"" id=""map""></div>]",$765,/ 1br - 650ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.344500"" data-longitude=""-123.048415"" id=""map""></div>]",$1390,/ 1br - 714ft
[],$1050,/ 2br - 1300ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.087708"" data-longitude=""-123.098675"" id=""map""></div>]",$2100,/ 3br - 2424ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.242413"" data-longitude=""-123.170006"" id=""map""></div>]",$3200,/ 4br - 2000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.199158"" data-longitude=""-122.846178"" id=""map""></div>]",$925,/ 1br - 550ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.179627"" data-longitude=""-122.837577"" id=""map""></div>]",$1380,/ 2br - 957ft
[],$2400,/ 3br -
[],$5000,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.172366"" data-longitude=""-123.136739"" id=""map""></div>]",$1600,/ 1br - 700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.279457"" data-longitude=""-123.106113"" id=""map""></div>]",$2550,/ 2br - 900ft
[],$600,/ 1br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.288482"" data-longitude=""-123.057463"" id=""map""></div>]",$1400,/ 1br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.279942"" data-longitude=""-123.134611"" id=""map""></div>]",$1552,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.245388"" data-longitude=""-123.037920"" id=""map""></div>]",$850,/ 1br - 500ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.282447"" data-longitude=""-123.136350"" id=""map""></div>]",$2000,/ 1br - 650ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.321475"" data-longitude=""-123.075555"" id=""map""></div>]",$1300,/ 2br - 750ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.307833"" data-longitude=""-123.066959"" id=""map""></div>]",$2600,/ 2br - 1221ft
