lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.657961"" data-longitude=""-124.116497"" id=""map""></div>]",$89000,/ 100000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.320115"" data-longitude=""-122.944007"" id=""map""></div>]",$1350000,/ 5br - 2972ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.169017"" data-longitude=""-122.798429"" id=""map""></div>]",$250000,/ 2br - 1476ft
[],$240000,/ 2br - 720ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.198630"" data-longitude=""-122.835281"" id=""map""></div>]",$240000,/ 2br - 720ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.285627"" data-longitude=""-122.788865"" id=""map""></div>]",$330000,/ 2br - 887ft
[],$650000,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.238810"" data-longitude=""-123.055444"" id=""map""></div>]",$1599000,/ 6br - 5408ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.259581"" data-longitude=""-122.785215"" id=""map""></div>]",$165000,/ 3br - 1100ft
[],$599000,/ 862ft
[],$249000,/ 3br - 2574ft
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.260322"" data-longitude=""-123.107931"" id=""map""></div>]",$1200000,/ 8br - 2724ft
[],$46000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.258801"" data-longitude=""-122.785177"" id=""map""></div>]",$598000,/ 4br - 2100ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.153657"" data-longitude=""-122.231934"" id=""map""></div>]",$64900,/ 3br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""51.609986"" data-longitude=""-120.882770"" id=""map""></div>]",$115000,/ 3br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""48.915280"" data-longitude=""-123.414917"" id=""map""></div>]",$220000,N/A
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.221579"" data-longitude=""-123.078996"" id=""map""></div>]",$1418000,/ 6br - 2451ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.114473"" data-longitude=""-121.956182"" id=""map""></div>]",$94000,/ 2br - 924ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.218804"" data-longitude=""-122.639302"" id=""map""></div>]",$329900,/ 3br - 1334ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.091285"" data-longitude=""-122.613892"" id=""map""></div>]",$199900,/ 2br - 740ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.145049"" data-longitude=""-123.124126"" id=""map""></div>]",$1038838,/ 5br - 2512ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.045635"" data-longitude=""-122.665606"" id=""map""></div>]",$184900,/ 2br - 1526ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.049149"" data-longitude=""-122.472799"" id=""map""></div>]",$630000,/ 5br - 3952ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.957461"" data-longitude=""-125.208090"" id=""map""></div>]",$329000,/ 2br - 920ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.025693"" data-longitude=""-122.819244"" id=""map""></div>]",$1299000,/ 3br - 2150ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.227810"" data-longitude=""-122.622457"" id=""map""></div>]",$589900,/ 3br - 2922ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.246345"" data-longitude=""-122.567001"" id=""map""></div>]",$614900,/ 4br - 2774ft
[],$439000,/ 6000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.260582"" data-longitude=""-123.083870"" id=""map""></div>]",$828000,/ 3br - 1211ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.218576"" data-longitude=""-122.942658"" id=""map""></div>]",$225000,/ 2br - 913ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.231555"" data-longitude=""-123.050179"" id=""map""></div>]",$1750000,/ 6br - 3200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.205508"" data-longitude=""-123.034430"" id=""map""></div>]",$500000,/ 2br - 950ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.040034"" data-longitude=""-122.347333"" id=""map""></div>]",$260000,/ 3br - 760ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.191437"" data-longitude=""-122.857704"" id=""map""></div>]",$949000,/ 8br - 4000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.203138"" data-longitude=""-122.955905"" id=""map""></div>]",$1288000,/ 8br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.115709"" data-longitude=""-122.823378"" id=""map""></div>]",$345000,/ 3br - 1509ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.180122"" data-longitude=""-122.888691"" id=""map""></div>]",$998979,/ 8br - 4737ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.126302"" data-longitude=""-122.694848"" id=""map""></div>]",$529888,/ 4br - 2250ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.244566"" data-longitude=""-123.052680"" id=""map""></div>]",$948000,/ 3br - 1409ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.320207"" data-longitude=""-123.075388"" id=""map""></div>]",$439000,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.244014"" data-longitude=""-122.995469"" id=""map""></div>]",$749900,/ 4br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.226957"" data-longitude=""-123.151521"" id=""map""></div>]",$499000,/ 4br - 1419ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.116509"" data-longitude=""-122.887439"" id=""map""></div>]",$270000,/ 2br - 1075ft
[],$3400000,/ 4br - 3307ft
[],$1225000,/ 3br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.151364"" data-longitude=""-122.767797"" id=""map""></div>]",$728000,/ 8br - 3600ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.124037"" data-longitude=""-122.712975"" id=""map""></div>]",$770000,/ 8br - 4555ft
[],$13000,N/A
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.111237"" data-longitude=""-122.877754"" id=""map""></div>]",$1100000,/ 16420ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.771509"" data-longitude=""-123.939514"" id=""map""></div>]",$279000,/ 3br - 1200ft
[],$145000,/ 1br - 632ft
"[<div class=""viewposting"" data-accuracy=""25"" data-latitude=""49.424017"" data-longitude=""-123.597221"" id=""map""></div>]",$329000,N/A
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.404657"" data-longitude=""-123.533578"" id=""map""></div>]",$69900,/ 3br - 940ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.412425"" data-longitude=""-123.513279"" id=""map""></div>]",$225000,/ 2br - 1052ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.163003"" data-longitude=""-122.780070"" id=""map""></div>]",$598000,/ 5br - 8130ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.404830"" data-longitude=""-123.508730"" id=""map""></div>]",$2499000,/ 3br - 1550ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.440841"" data-longitude=""-123.717513"" id=""map""></div>]",$114000,/ 2br - 840ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.404914"" data-longitude=""-123.508837"" id=""map""></div>]",$239000,/ 3br - 1564ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.441817"" data-longitude=""-123.492143"" id=""map""></div>]",$339000,N/A
"[<div class=""viewposting"" data-accuracy=""10"" data-latitude=""49.111237"" data-longitude=""-122.877754"" id=""map""></div>]",$1100000,/ 16420ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.524985"" data-longitude=""-123.768947"" id=""map""></div>]",$299900,/ 3br - 980ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""50.014744"" data-longitude=""-110.645802"" id=""map""></div>]",$520000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.463271"" data-longitude=""-123.501155"" id=""map""></div>]",$289000,/ 10ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.422727"" data-longitude=""-123.529115"" id=""map""></div>]",$729000,/ 3br - 2850ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.160797"" data-longitude=""-122.632860"" id=""map""></div>]",$469900,/ 3br - 1500ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.233124"" data-longitude=""-123.024216"" id=""map""></div>]",$599000,/ 2br - 931ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.126175"" data-longitude=""-122.658059"" id=""map""></div>]",$393000,/ 3br - 1539ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.214663"" data-longitude=""-119.555626"" id=""map""></div>]",$999900,/ 3br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.286077"" data-longitude=""-122.796756"" id=""map""></div>]",$209900,/ 1br - 710ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.147408"" data-longitude=""-122.770619"" id=""map""></div>]",$385900,/ 3br - 1753ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.041977"" data-longitude=""-122.802273"" id=""map""></div>]",$334800,/ 2br - 1238ft
[],$209900,/ 1br - 737ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.246235"" data-longitude=""-122.977397"" id=""map""></div>]",$1150000,/ 4br - 1619ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""48.957482"" data-longitude=""-125.435736"" id=""map""></div>]",$99900,N/A
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.130352"" data-longitude=""-122.838378"" id=""map""></div>]",$284900,/ 2br - 1410ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.129673"" data-longitude=""-122.858062"" id=""map""></div>]",$914888,/ 8br - 4753ft
[],$1088000,/ 5800ft
[],$135000,/ 140ft
[],$510000,/ 6000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.104022"" data-longitude=""-122.338150"" id=""map""></div>]",$1749000,/ 6br - 3460ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.266918"" data-longitude=""-122.769097"" id=""map""></div>]",$220000,/ 2br - 784ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.149954"" data-longitude=""-122.811040"" id=""map""></div>]",$995000,/ 7br - 4700ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.314409"" data-longitude=""-123.076716"" id=""map""></div>]",$289000,/ 1br - 604ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.285914"" data-longitude=""-122.820196"" id=""map""></div>]",$339000,/ 3br - 1313ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.218438"" data-longitude=""-122.922616"" id=""map""></div>]",$829900,/ 2br - 1426ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.328799"" data-longitude=""-123.122276"" id=""map""></div>]",$227000,/ 1br - 588ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.044901"" data-longitude=""-122.776660"" id=""map""></div>]",$359000,/ 3br - 1258ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.825920"" data-longitude=""-119.609656"" id=""map""></div>]",$300000,/ 2br - 1172ft
[],$19500,/ 1br -
[],$19500,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.479452"" data-longitude=""-123.243599"" id=""map""></div>]",$670000,N/A
[],$411900,N/A
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.278165"" data-longitude=""-123.113437"" id=""map""></div>]",$335000,/ 1br - 472ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.217345"" data-longitude=""-122.955916"" id=""map""></div>]",$399000,/ 2br - 783ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.294876"" data-longitude=""-122.756081"" id=""map""></div>]",$3599999,N/A
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.282798"" data-longitude=""-123.124852"" id=""map""></div>]",$988000,/ 2br - 1100ft
[],$595000,/ 5br - 1600ft
[],$595000,/ 5br - 1600ft
[],$235000,/ 1br - 700ft
