lat-lng,price,number of rooms
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.270840"" data-longitude=""-123.154705"" id=""map""></div>]",$2500,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.268016"" data-longitude=""-122.949905"" id=""map""></div>]",$1195,/ 1br - 740ft
[],$550,/ 1br - 200ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.282000"" data-longitude=""-123.104339"" id=""map""></div>]",$1400,/ 1br - 400ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.058523"" data-longitude=""-122.779190"" id=""map""></div>]",$1200,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.160512"" data-longitude=""-122.916337"" id=""map""></div>]",$1500,/ 3br - 1040ft
[],$1000,/ 1br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.350859"" data-longitude=""-123.090255"" id=""map""></div>]",$3900,/ 3br - 2650ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.171795"" data-longitude=""-122.729554"" id=""map""></div>]",$2250,/ 3br - 1932ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.287523"" data-longitude=""-123.125928"" id=""map""></div>]",$2600,/ 2br - 915ft
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.204981"" data-longitude=""-122.916906"" id=""map""></div>]",$1300,/ 1br - 586ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.275710"" data-longitude=""-123.065620"" id=""map""></div>]",$2300,/ 3br - 1100ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.053570"" data-longitude=""-122.274503"" id=""map""></div>]",$1600,/ 3br -
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.193611"" data-longitude=""-122.764132"" id=""map""></div>]",$1000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.132736"" data-longitude=""-122.847493"" id=""map""></div>]",$750,/ 1br - 585ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.132736"" data-longitude=""-122.847493"" id=""map""></div>]",$750,/ 1br - 585ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.132736"" data-longitude=""-122.847493"" id=""map""></div>]",$775,/ 1br - 585ft
[],$950,/ 1br - 1000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.171102"" data-longitude=""-122.874310"" id=""map""></div>]",$1800,/ 5br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.270603"" data-longitude=""-123.104575"" id=""map""></div>]",$2150,/ 1br - 690ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.270840"" data-longitude=""-123.154705"" id=""map""></div>]",$2500,/ 2br - 1000ft
[],$3500,/ 2br - 1000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.248732"" data-longitude=""-123.158363"" id=""map""></div>]",$600,/ 1br - 850ft
[],$2500,/ 2br - 946ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.211083"" data-longitude=""-123.102225"" id=""map""></div>]",$1900,/ 2br - 900ft
[],$800,/ 600ft
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.029997"" data-longitude=""-122.803817"" id=""map""></div>]",$1900,/ 2br -
"[<div class=""viewposting"" data-accuracy=""0"" data-latitude=""49.139267"" data-longitude=""-122.894546"" id=""map""></div>]",$1000,/ 2br -
"[<div class=""viewposting"" data-accuracy=""5"" data-latitude=""49.221493"" data-longitude=""-123.073311"" id=""map""></div>]",$975,/ 1br - 600ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.288447"" data-longitude=""-123.127287"" id=""map""></div>]",$2250,/ 1br - 533ft
[],$2500,/ 3br - 2000ft
"[<div class=""viewposting"" data-accuracy=""17"" data-latitude=""49.278289"" data-longitude=""-123.118685"" id=""map""></div>]",$1850,/ 1br - 565ft
[],$1300,/ 1br - 750ft
